principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,Species,dataset,LandCover,Tool,Sensor,Site,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn_mass_mg_g
53.85486,-3.875829,-23.109013,3.690308,-2.5069056,1.0833315,1.3415618,2.0185468,-0.60454327,-0.64795345,-99,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-24.089779,-5.0750556,-7.970781,1.5597744,1.372138,-1.4515651,2.202206,-0.04666339,-0.274806,-0.34105706,Betula nana L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.836,538.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,26.62985874,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,201.22,-99.0,56.96,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.461,22.9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
40.71002,27.300436,-17.95484,-2.038004,-0.50903237,2.9129312,3.3510804,6.780524,-1.7303995,1.9867744,Rubus chamaemorus L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.645,476.7,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,14.66505924,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,76.46,-99.0,65.73,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.169,22.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-13.830363,4.839474,-6.588172,-0.096030295,2.0652816,-1.2694327,3.445134,3.565427,-0.24324536,1.2496662,Betula nana L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.897,507.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.8759445,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,175.2,-99.0,53.15,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.387,22.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
44.423916,34.157185,-15.978933,-2.6817293,-1.5226557,5.3085003,1.0951145,7.915174,1.7707883,1.846075,Rubus chamaemorus L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.78,475.7,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,14.87609018,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,79.47,-99.0,65.18,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.207,26.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.3449959,10.110049,-10.077941,0.7190853,0.49266785,-0.28395474,3.2474947,3.9439008,-0.5048007,1.4232651,Betula nana L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.206,483.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,15.08459819,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,169.83,-99.0,47.04,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.399,23.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
14.996419,22.721376,-10.876654,0.5172699,-0.9423337,0.98539007,3.2245252,6.165478,-0.647576,1.9262983,Rubus chamaemorus L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.135,460.4,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,13.04231195,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,68.09,-99.0,65.7,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.18,26.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
21.731092,-38.477097,17.472246,-4.6984863,3.2737412,-0.4246342,16.234724,-0.31425083,-0.6767945,0.6648177,-99,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-5.167971,-15.549714,-13.468995,2.0189867,0.89056414,-1.3028057,0.054129463,2.302939,-0.3832601,-0.95895755,Carex aquatilis Wahlenb.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.765,456.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.554115108,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,60.52,-99.0,55.52,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.114,18.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.6779838,-18.601189,-16.073954,2.3133202,0.8771281,-1.3055571,1.4177105,1.5969917,-0.40435413,-0.4123686,Carex aquatilis Wahlenb.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.517,465.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.866280443,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,75.53,-99.0,56.64,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.14,18.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
8.697548,-1.9475615,-15.257976,2.1875753,0.7057845,-1.0255079,0.70477045,1.5497453,-0.22909468,0.13835499,Carex aquatilis Wahlenb.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.445,462.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.27850331,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,74.46,-99.0,62.25,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.115,15.4,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
49.090218,-34.676804,10.696189,-4.605729,3.4265943,-0.37592074,15.534009,3.719098,-0.98143214,1.0850039,-99,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-16.925499,5.831974,6.7751284,-2.853615,6.741852,-3.8251705,2.761453,8.114911,-0.8407516,8.762718,-99,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-69.948135,-42.949306,5.0835752,-0.39328703,-0.98671925,0.18490846,0.8545517,1.8672457,-0.07603813,-1.8729123,-99,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-6.890937,16.175297,4.4731307,-1.1215535,5.2464943,-3.2211902,2.496095,1.1272845,-0.15746303,1.7001103,Equisetum arvense L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.694,375.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.36785799,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,71.78,-99.0,72.96,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.128,17.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-6.890937,16.175297,4.4731307,-1.1215535,5.2464943,-3.2211902,2.496095,1.1272845,-0.15746303,1.7001103,Salix reticulata L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.378,466.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.46939787,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,115.28,-99.0,61.57,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.205,17.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
10.517634,5.8882294,-7.830358,0.6932248,3.7340477,-2.505694,4.032268,1.2307152,-0.5318189,1.1677865,Equisetum arvense L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.052,375.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,20.60300035,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,81.28,-99.0,71.71,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.143,17.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-5.3945127,23.319218,4.3997555,-0.9203319,2.9370325,-1.6357402,0.80926013,3.814444,-0.46889207,1.3191565,Dodecatheon frigidum Cham. & Schltdl.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,17.45981343,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,47.65,-99.0,78.56,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-5.3945127,23.319218,4.3997555,-0.9203319,2.9370325,-1.6357402,0.80926013,3.814444,-0.46889207,1.3191565,Equisetum arvense L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.521,367.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,28.93216276,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,123.17,-99.0,70.14,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.213,17.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
13.2621,18.273966,-5.321532,0.6156488,2.088045,-1.313861,3.462213,1.1059883,-0.43835023,-0.32403475,Salix pulchra Cham.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.74,508.9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.49993299,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,93.15,-99.0,52.99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.224,24.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.42221484,12.632586,-4.843685,1.0866325,1.596903,-1.3625326,1.1628389,-0.5494083,0.015797991,0.16606046,Salix pulchra Cham.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.751,517.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.02345817,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,111.12,-99.0,49.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.243,21.9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5.57496,18.928055,-6.7206187,0.9760539,0.37337106,-0.22567268,3.396864,0.98031056,-0.28235117,1.2830287,Salix pulchra Cham.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.398,496.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.587722484,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,108.77,-99.0,46.85,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.266,24.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
10.082979,16.692022,-6.9075184,1.0403779,1.2669053,-0.8897546,3.4316754,0.6805108,-0.386139,0.12611586,Salix pulchra Cham.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.44,506.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.7198828,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,127.22,-99.0,47.95,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.268,21.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3.2784193,18.558762,-4.15397,0.94706935,0.6291234,-0.51629895,2.4563608,0.06813376,-0.16651323,1.3989104,Salix pulchra Cham.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.586,510.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.46551818,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,129.07,-99.0,49.13,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.306,23.7,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
18.38488,26.126028,-3.6757903,0.60322684,1.6577762,-1.0581403,1.501843,1.3514466,-0.3079945,-0.84116656,Salix pulchra Cham.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.192,502.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.775785992,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,103.39,-99.0,48.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.206,19.9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3.486299,12.266786,-8.761425,1.3656037,0.32936424,-0.28878823,4.352589,0.6721409,-0.50198346,-0.22759522,Vaccinium uliginosum L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.666,523.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.759554269,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,108.28,-99.0,44.72,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.158,14.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-4.728341,-0.2707676,-12.562328,-1.7631023,2.2853603,0.8555622,3.6950116,2.3951705,0.41789895,0.23958354,Betula nana L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.115,485.9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,13.4348468,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,105.26,-99.0,56.07,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.172,16.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
9.573545,5.9526124,-11.215443,-4.697578,2.0611417,0.7155061,4.3896437,4.2663,-0.9210455,1.15115,Betula nana L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.04,495.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.34314286,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,202.74,-99.0,47.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.28,13.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-26.189291,-5.8854413,-9.520802,-4.580067,2.516743,-0.578856,4.040146,4.063789,-0.4506586,-0.60098296,Betula nana L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.375,488.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,23.09374041,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,191.87,-99.0,54.62,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.313,16.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
54.236668,-22.112947,-26.280914,3.7015407,-4.0445175,1.9673955,-0.32448468,3.60091,-0.31999028,-0.30229878,Arctagrostis latifolia (R. Br.) Griseb.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.507,441.4,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.053647815,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,56.79,-99.0,41.65,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.093,16.4,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-25.192701,9.492814,3.4720502,-0.43292066,1.047545,-0.6771101,-0.43184116,4.2106314,-0.4443869,0.11304115,Petasites frigidus (L.) Fr.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.404,415.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,17.74229731,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,33.82,-99.0,83.99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.075,22.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-25.192701,9.492814,3.4720502,-0.43292066,1.047545,-0.6771101,-0.43184116,4.2106314,-0.4443869,0.11304115,Rubus saxatilis L.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,40.64535689,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,38.39,-99.0,91.37,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-25.192701,9.492814,3.4720502,-0.43292066,1.047545,-0.6771101,-0.43184116,4.2106314,-0.4443869,0.11304115,Arctagrostis latifolia (R. Br.) Griseb.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.533,468.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.857326683,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,54.12,-99.0,55.89,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.094,17.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-25.192701,9.492814,3.4720502,-0.43292066,1.047545,-0.6771101,-0.43184116,4.2106314,-0.4443869,0.11304115,Carex aquatilis Wahlenb.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.885,457.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.01625574,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,63.04,-99.0,65.59,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.088,13.9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
52.11463,42.329624,-8.1521635,1.1680927,-1.9904411,1.767445,4.0672674,1.9165335,-0.5002693,1.2223464,Salix pulchra Cham.,5,Tundra,Proximal,SVC HR-1024i ,Seward Peninsula,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.482,511.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.70930443,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,87.7,-99.0,59.17,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.277,31.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
