0,1,2,project,sample_id,site,stage,latin.genus,latin.species,growth.form,functional.group,latitude,Al_area,Al_mass,Ca_area,Ca_mass,Carea,Cmass,Cu_area,Cu_mass,EWT,Fe_area,Fe_mass,K_area,K_mass,LDMC,LMA,Mg_area,Mg_mass,Mn_area,Mn_mass,Na_area,Na_mass,Narea,Nmass,P_area,P_mass,Zn_area,Zn_mass,car_area,car_mass,hemicellulose_area,cellulose_area,hemicellulose_mass,cellulose_mass,chlA_area,chlA_mass,chlB_area,chlB_mass,hemicellulose_area,hemicellulose_mass,lignin_area,lignin_mass,solubles_area,solubles_mass
2.5247862,2.4151454,-0.67430973,2018-BeauchampRioux-MSc-UdeM,9158421,MSB_Chemin,-99,Acer,rubrum,tree,broadleaf,45.5442848,1.58504201959257e-07,0.032,2.34685284025925e-05,4.738,0.0024043106134694,48.54,4.4579306801041e-08,0.009,0.083902434981518,3.56634454408328e-07,0.072,3.97399753849725e-05,8.023,364.032282625247,0.0495325631122678,9.76782144573921e-06,1.972,4.21026786454276e-07,0.085,3.70503572079763e-06,0.748,0.0001195319813025,2.4132,1.22147300634852e-05,2.466,1.33737920403123e-07,0.027,-99.0,-99.0,0.0004151441511346,0.0004576477225906,8.3812370095539,9.239330529966,-99.0,-99.0,-99.0,-99.0,0.0004151441511346,8.3812370095539,0.0003874568513455,7.82226533416807,0.0036754420369455,74.2025408338954
-0.52742743,-0.08673906,0.13407803,2018-BeauchampRioux-MSc-UdeM,9163606,MSB_Chemin,-99,Acer,saccharum,tree,broadleaf,45.5444011,3.96999782986112e-09,0.001,3.17599826388889e-05,8.0,0.0018432699924045,46.43,3.96999782986112e-08,0.01,0.0721978081597222,2.30259874131945e-07,0.058,3.14225328233507e-05,7.915,332.660889330871,0.0396999782986112,7.43977593315973e-06,1.874,1.70709906684028e-07,0.043,3.45786810980903e-06,0.871,0.0001021917141384,2.5741,7.71370578342015e-06,1.943,5.55799696180556e-08,0.014,7.76928575303821e-06,1.957,0.0004718002073834,0.0005108007736957,11.8841427024144,12.8665252623994,3.60317003038195e-05,9.076,1.17750135633681e-05,2.966,0.0004718002073834,11.8841427024144,0.0002458503852688,6.19270830375929,0.0027210068974159,68.5392540255154
-0.16851044,-0.26399827,-0.84282255,2018-BeauchampRioux-MSc-UdeM,9166082,MSB_Chemin,-99,Acer,saccharum,tree,broadleaf,45.5440023,0.0,0.0,4.64889231389634e-05,8.729,0.0024525316881077,46.05,3.72806119799225e-08,0.007,0.0839120034460533,2.50312680436623e-07,0.047,3.01866441003144e-05,5.668,365.310869428554,0.0532580171141751,7.84490592091799e-06,1.473,5.69860783121673e-07,0.107,2.95581994983672e-06,0.555,0.000111799229526,2.0992,7.28569674121915e-06,1.368,6.39096205370101e-08,0.012,8.59584396222786e-06,1.614,0.0003517348063278,0.0006262814777584,6.60435414960792,11.7593840644833,4.5642120666848e-05,8.57,1.57803504709301e-05,2.963,0.0003517348063278,6.60435414960792,0.0002882023988891,5.41143689730874,0.0040386295221381,75.8313910463489
-0.22950721,-0.05664754,0.7882805,2018-BeauchampRioux-MSc-UdeM,9167475,MSB_Chemin,-99,Acer,saccharum,tree,broadleaf,45.543939,9.64062640844065e-08,0.021,3.67307866161589e-05,8.001,0.0021204787324089,46.19,3.67261958416786e-08,0.008,0.0794091199897989,2.7085569433238e-07,0.059,2.58506510980616e-05,5.631,346.009809770001,0.0459077448020983,8.62606524831427e-06,1.879,6.01391456907488e-07,0.131,2.55706138547688e-06,0.557,9.51116656809873e-05,2.0718,6.41790272333334e-06,1.398,6.42708427229376e-08,0.014,5.94046217739152e-06,1.294,0.0003475650617091,0.0005725723866936,7.57094610522507,12.4722394698754,2.97252647593587e-05,6.475,9.84262048556988e-06,2.144,0.0003475650617091,7.57094610522507,0.0003106122378368,6.76600950832753,0.0033360807359429,72.6692358843659
0.10442448,-0.35521722,0.019929886,2018-BeauchampRioux-MSc-UdeM,9171345,MSB_Chemin,-99,Acer,saccharum,tree,broadleaf,45.5440327,0.0,0.0,3.42484187812878e-05,5.702,0.0027881648541343,46.42,5.40574831693424e-08,0.009,0.0849387191437946,2.64281028827896e-07,0.044,3.91796625237356e-05,6.523,390.28265908921,0.0600638701881583,8.28881408596584e-06,1.38,2.10223545658554e-07,0.035,2.25239513205594e-06,0.375,0.0001009733721733,1.6811,7.45392629035044e-06,1.241,5.40574831693424e-08,0.009,6.63705765579149e-06,1.105,0.0002979698804047,0.0006245777422551,4.96088379705404,10.3985597381342,3.25846495770759e-05,5.425,1.08114966338685e-05,1.8,0.0002979698804047,4.96088379705404,0.0002820190398537,4.69531914893692,0.0047822106331842,79.6187561374795
-0.6391587,0.86402965,-0.546906,2018-BeauchampRioux-MSc-UdeM,9172047,MSB_Chemin,-99,Acer,saccharum,tree,broadleaf,45.5444649513,6.50677235263838e-08,0.016,4.47421933898296e-05,11.002,0.0018727304177437,46.05,4.47340599243888e-08,0.011,0.0664393532638479,2.3993723050354e-07,0.059,2.741791200093e-05,6.742,355.666360071646,0.0406673272039898,7.54785592906052e-06,1.856,2.44003963223939e-07,0.06,6.7914436430663e-07,0.167,9.2213164435047e-05,2.2675,7.31198543127737e-06,1.798,5.69342580855858e-08,0.014,7.36891968936296e-06,1.812,0.00055605213577,0.0004960429952898,13.6731910848436,12.1975804508055,4.17206109785732e-05,10.259,1.50387776000354e-05,3.698,0.00055605213577,13.6731910848436,0.0002889669461887,7.10562916365854,0.002711765093945,66.6816651200762
0.62376547,1.2655497,1.617065,2018-BeauchampRioux-MSc-UdeM,9326262,MSB_Chemin,-99,Betula,populifolia,tree,broadleaf,45.5438637,0.0,0.0,3.44074949151598e-05,7.326,0.0022543813212225,48.0,2.81797665152824e-08,0.006,0.0830570337967736,2.01954993359524e-07,0.043,3.25852033471716e-05,6.938,320.468948035488,0.0469662775254707,1.01118395512338e-05,2.153,1.5170107640727e-06,0.323,4.12833579448887e-06,0.879,0.0001322758240227,2.8164,9.01282865713782e-06,1.919,4.50876264244519e-07,0.096,7.25628987768522e-06,1.545,0.000680467066616,0.0004242298564756,14.488418126112,9.03264807915709,3.45014274702108e-05,7.346,9.93336769663705e-06,2.115,0.000680467066616,14.488418126112,0.0006144417575414,13.0826156535022,0.0029626149364562,63.0796199432575
1.1026136,0.39895034,1.3936124,2018-BeauchampRioux-MSc-UdeM,9328642,MSB_Chemin,-99,Betula,populifolia,tree,broadleaf,45.5438242,0.0,0.0,3.92152102385854e-05,6.557,0.0028683261903958,47.96,3.58839806971957e-08,0.006,0.0979566699287956,3.10994499375696e-07,0.052,3.50586491411602e-05,5.862,331.47853736089,0.0598066344953261,1.37435646070259e-05,2.298,2.05136756318969e-06,0.343,4.38382630850741e-06,0.733,0.000180299061013,3.0147,1.13273765734148e-05,1.894,6.21988998751392e-07,0.104,9.53915820200452e-06,1.595,0.000849957328685,0.0005108712201841,14.2117565359984,8.54204929762542,4.73369512030506e-05,7.915,1.4664586778254e-05,2.452,0.000849957328685,14.2117565359984,0.0007206664356959,12.0499413113148,0.0038805669443083,64.8852251435686
0.027950287,0.31928945,0.452353,2018-BeauchampRioux-MSc-UdeM,9330067,MSB_Chemin,-99,Betula,populifolia,tree,broadleaf,45.5438416,0.0,0.0,4.0467558848049e-05,8.273,0.002319070427881,47.41,3.42406517510386e-08,0.007,0.0961292115411984,2.3968456225727e-07,0.049,4.3260617726598e-05,8.844,286.536705443284,0.0489152167871981,1.00961007448777e-05,2.064,1.67290041412217e-06,0.342,3.88875973458225e-06,0.795,0.000146662494493,2.9983,9.36237249306971e-06,1.914,5.23392819623019e-07,0.107,8.60907815454686e-06,1.76,0.0007255142968966,0.0004916947065482,14.8320777162857,10.0519784812025,4.47720979253224e-05,9.153,1.38821385242068e-05,2.838,0.0007255142968966,14.8320777162857,0.0006946605050548,14.2013171090894,0.0029650811039286,60.616742573747
1.2292848,0.985281,2.6339765,2018-BeauchampRioux-MSc-UdeM,9331161,MSB_Chemin,-99,Betula,populifolia,tree,broadleaf,45.5438361,0.0,0.0,4.89346897453401e-05,9.117,0.0025768942137477,48.01,3.75718798088604e-08,0.007,0.0921102870564278,2.20063867451897e-07,0.041,4.1844339284268e-05,7.796,350.987364757509,0.0536741140126578,1.39123303520809e-05,2.592,9.76868875030371e-07,0.182,2.24894537713036e-06,0.419,0.0001378458596073,2.5682,9.88140438973029e-06,1.841,6.54824190954425e-07,0.122,6.91859329623159e-06,1.289,0.0006695194263497,0.0004953603470345,12.4737862685884,9.22903630822373,3.57791644008377e-05,6.666,1.15882412153328e-05,2.159,0.0006695194263497,12.4737862685884,0.0004970405644414,9.26034036303306,0.0036884267402678,68.7189124239292
0.24493265,0.964911,1.5537567,2018-BeauchampRioux-MSc-UdeM,9332593,MSB_Chemin,-99,Betula,populifolia,tree,broadleaf,45.5437891,5.11451316595224e-09,0.001,4.15298469075321e-05,8.12,0.0024682640538885,48.26,3.06870789957134e-08,0.006,0.0958236374770361,3.22214329454991e-07,0.063,3.21600587875077e-05,6.288,348.0,0.0511451316595223,8.77139007960808e-06,1.715,5.57481935088794e-07,0.109,3.49832700551133e-06,0.684,0.0001359539889773,2.6582,8.28039681567667e-06,1.619,7.51833435394979e-07,0.147,8.61795468462952e-06,1.685,0.000513274006903,0.0004178788525471,10.0356376110242,8.17045218162618,3.78627409675444e-05,7.403,1.14871965707287e-05,2.246,0.000513274006903,10.0356376110242,0.0004941889539273,9.6624827797345,0.0036700812811785,71.7581744751498
-0.502918,-1.327222,-0.5522094,2018-BeauchampRioux-MSc-UdeM,9339703,MSB_Parking,-99,Populus,tremuloides,tree,broadleaf,45.5461982,2.81097360279112e-07,0.041,5.37718682114408e-05,7.843,0.0032600437759199,47.55,5.48482654203145e-08,0.008,0.105885063524455,3.35945625699426e-07,0.049,5.0405555921269e-05,7.352,365.361678243177,0.0685603317753931,8.67973800276477e-06,1.266,1.78256862616022e-07,0.026,1.12987426765848e-05,1.648,0.0001588405766572,2.3168,1.01812092686459e-05,1.485,3.29089592521887e-07,0.048,1.07982522546244e-05,1.575,0.000429451632543,0.0007388139204724,6.26384997595865,10.7761135534304,5.18316108221972e-05,7.56,1.69412579816996e-05,2.471,0.000429451632543,6.26384997595865,0.0004876662758186,7.11295093227233,0.0051735196192067,75.4593725735668
-0.6586678,-1.2457803,-0.32388353,2018-BeauchampRioux-MSc-UdeM,9341052,MSB_Parking,-99,Populus,tremuloides,tree,broadleaf,45.5463507,9.99947923077654e-08,0.015,5.63170670277335e-05,8.448,0.00316783502031,47.52,5.33305558974749e-08,0.008,0.108504634846089,2.93318057436112e-07,0.044,6.7509817446716e-05,10.127,356.12038442084,0.0666631948718436,1.02261340933408e-05,1.534,1.93323265128346e-07,0.029,4.8997448230805e-06,0.735,0.0001712310823478,2.5686,1.2006041396419e-05,1.801,4.79975003077274e-07,0.072,1.17393886169317e-05,1.761,0.0004952157684151,0.000688976178647,7.42862338607019,10.3351809041189,5.32372274246543e-05,7.986,1.68657883025764e-05,2.53,0.0004952157684151,7.42862338607019,0.0006453428914363,9.68064750987336,0.0048109218981351,72.167586737837
-0.6357243,-1.1024103,-0.8166199,2018-BeauchampRioux-MSc-UdeM,9342628,MSB_Parking,-99,Populus,tremuloides,tree,broadleaf,45.5462041,1.71611241433237e-07,0.026,6.01959431488893e-05,9.12,0.0031807483556414,48.19,6.60043236281681e-08,0.01,0.108780644864542,3.69624212317741e-07,0.056,5.60046685985006e-05,8.485,354.817440039562,0.0660043236281681,1.11019272342579e-05,1.682,2.17814267972955e-07,0.033,6.85784922496666e-06,1.039,0.0001931418518007,2.9262,1.17157674439998e-05,1.775,5.01632859574077e-07,0.076,1.5095188813762e-05,2.287,0.0004780033927706,0.0007078874912005,7.24200122803251,10.7248654677289,6.39515891633321e-05,9.689,2.00389126535118e-05,3.036,0.0004780033927706,7.24200122803251,0.0006053042496111,9.17067574271471,0.0047783570176882,72.3946062171154
-0.3802948,-2.0805392,-1.3242464,2018-BeauchampRioux-MSc-UdeM,9344541,MSB_Parking,-99,Populus,tremuloides,tree,broadleaf,45.54568,1.42149035724699e-07,0.02,5.46634116879331e-05,7.691,0.0035196101245435,49.52,7.10745178623496e-08,0.01,0.109423378642934,4.05124751815393e-07,0.057,4.99653860572318e-05,7.03,378.358402010422,0.0710745178623496,1.13292781472585e-05,1.594,3.19835330380573e-07,0.045,1.2644156727712e-05,1.779,0.0002005651819557,2.8219,1.25659747580634e-05,1.768,5.75703594685032e-07,0.081,1.240250336698e-05,1.745,-99.0,-99.0,-99.0,-99.0,5.99016036543883e-05,8.428,1.94673104424976e-05,2.739,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.44811893,-1.5676537,-0.929533,2018-BeauchampRioux-MSc-UdeM,9345773,MSB_Parking,-99,Populus,tremuloides,tree,broadleaf,45.5457204,1.63199659912143e-07,0.022,6.18749256057813e-05,8.341,0.0035258544707382,47.53,8.15998299560717e-08,0.011,0.107907042652685,3.3381748618393e-07,0.045,6.62961527561285e-05,8.937,379.526588610577,0.0741816635964288,1.26108828113929e-05,1.7,2.67053988947144e-07,0.036,8.18965566104575e-06,1.104,0.0001892003330026,2.5505,1.26553918095508e-05,1.706,6.00871475131074e-07,0.081,1.33304449482783e-05,1.797,-99.0,-99.0,-99.0,-99.0,5.78023522743374e-05,7.792,1.80706532520901e-05,2.436,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1.9112915,0.9102497,-2.4952886,2018-BeauchampRioux-MSc-UdeM,10277030,MSB_Chemin,-99,Acer,rubrum,tree,broadleaf,45.5444604899,0.0,0.0,2.42702652008544e-05,4.864,0.0023886052532173,47.87,6.98568488511435e-08,0.014,0.0685699213254831,3.04376269994268e-07,0.061,2.72192221773563e-05,5.455,392.133278738868,0.0498977491793882,1.04186500286563e-05,2.088,2.49488745896941e-07,0.05,4.03173813369457e-06,0.808,0.0001220199558432,2.4454,8.971615302454e-06,1.798,8.482617360496e-08,0.017,9.8198770385036e-06,1.968,-99.0,-99.0,-99.0,-99.0,4.48181583129265e-05,8.982,1.53385680977439e-05,3.074,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2.5931644,0.92050576,-0.80458164,2018-BeauchampRioux-MSc-UdeM,10277961,MSB_Chemin,-99,Acer,rubrum,tree,broadleaf,45.5442848,0.0,0.0,1.87192818030722e-05,3.723,0.0024255120982546,48.24,3.51960710774927e-08,0.007,0.0760518118759893,2.66484538158159e-07,0.053,1.91114665950786e-05,3.801,379.850278863074,0.0502801015392753,6.78781370780217e-06,1.35,3.41904690467072e-07,0.068,3.54977516867284e-06,0.706,0.0001107067275691,2.2018,6.48110508841259e-06,1.289,8.54761726167681e-08,0.017,7.42637099735097e-06,1.477,-99.0,-99.0,-99.0,-99.0,3.71821350882941e-05,7.395,1.25096892629717e-05,2.488,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.54418087,-0.34626913,-0.65865135,2018-BeauchampRioux-MSc-UdeM,10279905,MSB_Chemin,-99,Acer,rubrum,tree,broadleaf,45.544466595,7.87615138362433e-08,0.014,2.93105347919162e-05,5.21,0.0026852050395742,47.73,5.06324017518706e-08,0.009,0.0752957427447283,3.43175167429346e-07,0.061,2.6362603845474e-05,4.686,404.333403909944,0.0562582241687452,1.14598002631734e-05,2.037,1.02389967987116e-06,0.182,5.11387257693894e-06,0.909,0.000117962244437,2.0968,8.00554529921244e-06,1.423,1.06890625920616e-07,0.019,8.20244908380305e-06,1.458,-99.0,-99.0,-99.0,-99.0,3.79686754914861e-05,6.749,1.14260453286721e-05,2.031,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.18274164,0.08926606,-2.2711148,2018-BeauchampRioux-MSc-UdeM,10281100,MSB_Chemin,-99,Acer,rubrum,tree,broadleaf,45.544158755,0.0,0.0,2.4722097743606e-05,4.336,0.0027139572246209,47.6,4.56127264642177e-08,0.008,0.0719413882633082,3.82006584137823e-07,0.067,2.91009194841709e-05,5.104,417.132362586908,0.0570159080802721,8.60370052931306e-06,1.509,4.73232037066258e-07,0.083,1.69907406079211e-06,0.298,0.0001279322945505,2.2438,8.40984644184013e-06,1.475,9.69270437364626e-08,0.017,9.89796164273523e-06,1.736,-99.0,-99.0,-99.0,-99.0,4.84407155049992e-05,8.496,1.6551718115703e-05,2.903,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.4543352,-0.07046461,-2.0303705,2018-BeauchampRioux-MSc-UdeM,10282236,MSB_Chemin,-99,Acer,rubrum,tree,broadleaf,45.544494,4.24469167405074e-08,0.009,3.87823329285769e-05,8.223,0.0022426121011234,47.55,5.18795649050646e-08,0.011,0.0729509661280853,3.63156954335452e-07,0.077,3.15616407586084e-05,6.692,371.367864936258,0.047163240822786,8.56484453341794e-06,1.816,1.43376252101269e-06,0.304,4.7823526194305e-06,1.014,0.0001233790379924,2.616,7.45650837408247e-06,1.581,1.36773398386079e-07,0.029,1.06919066945256e-05,2.267,-99.0,-99.0,-99.0,-99.0,4.91535295855076e-05,10.422,1.46064556828168e-05,3.097,-99.0,-99.0,-99.0,-99.0,0.0035670850202206,75.6327376573586
-0.78315735,0.6216619,0.6796336,2018-BeauchampRioux-MSc-UdeM,10288582,MSB_Chemin,-99,Acer,saccharum,tree,broadleaf,45.543939,2.42432657595112e-07,0.047,5.29586403304046e-05,10.267,0.0023495335220122,45.55,4.64232748586385e-08,0.009,0.0717590267478892,3.76544340520068e-07,0.073,3.36310835642581e-05,6.52,391.330658717529,0.0515814165095984,9.76952028691793e-06,1.894,7.99511955898774e-07,0.155,1.82598214443978e-06,0.354,0.000103224730719,2.0012,6.69526786294587e-06,1.298,7.22139831134377e-08,0.014,7.96417070908199e-06,1.544,-99.0,-99.0,-99.0,-99.0,3.27387250586421e-05,6.347,1.03575484351274e-05,2.008,-99.0,-99.0,-99.0,-99.0,0.0038987140572963,75.5836950807834
-0.41340184,-0.53310084,-1.2729023,2018-BeauchampRioux-MSc-UdeM,10290262,MSB_Chemin,-99,Acer,saccharum,tree,broadleaf,45.5440023,2.51852348806974e-07,0.038,6.40235181440887e-05,9.66,0.0030361463418019,45.81,5.30215471172578e-08,0.008,-99.0,3.71150829820804e-07,0.056,3.86725909286499e-05,5.835,-99.0,0.0662769338965722,9.6830600422892e-06,1.461,8.54972447265781e-07,0.129,2.8499081575526e-06,0.43,0.0001202926350222,1.815,7.80079511962655e-06,1.177,7.29046272862294e-08,0.011,5.09006852325675e-06,0.768,-99.0,-99.0,-99.0,-99.0,2.36608654010763e-05,3.57,7.6682412518334e-06,1.157,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
