0,1,2,3,4,project,sample_id,site,stage,latin.genus,latin.species,growth.form,functional.group,latitude,Al_area,Al_mass,Ca_area,Ca_mass,Carea,Cmass,Cu_area,Cu_mass,EWT,Fe_area,Fe_mass,K_area,K_mass,LDMC,LMA,Mg_area,Mg_mass,Mn_area,Mn_mass,Na_area,Na_mass,Narea,Nmass,P_area,P_mass,Zn_area,Zn_mass,car_area,car_mass,hemicellulose_area,cellulose_area,hemicellulose_mass,cellulose_mass,chlA_area,chlA_mass,chlB_area,chlB_mass,hemicellulose_area,hemicellulose_mass,lignin_area,lignin_mass,solubles_area,solubles_mass
-0.73231876,0.002710329,-0.08939743,1.0382566,0.0012676753,2018-BeauchampRioux-MSc-UdeM,14170158,Oka_Plage,-99,Populus,grandidentata,tree,broadleaf,45.4642743,1.05793319142482e-06,0.16,0.0001160420469344,17.55,0.0031969418628368,48.35,6.61208244640515e-08,0.01,0.0789344309451213,8.59570718032669e-07,0.13,4.8863289278934e-05,7.39,413.342705813117,0.0661208244640515,2.35390135092023e-05,3.56,7.93449893568618e-07,0.12,4.16561194123524e-06,0.63,0.0001647863187293,2.4922,1.13066609833528e-05,1.71,7.93449893568618e-07,0.12,-99.0,-99.0,0.0006202110643122,0.0009730805769367,9.37996568160488,14.7167036228624,-99.0,-99.0,-99.0,-99.0,0.0006202110643122,9.37996568160488,0.0010232449208707,15.4753805501476,0.0039615310029631,59.9135149186912
-0.30873275,-0.0016757835,0.9295958,0.92990303,0.008286854,2018-BeauchampRioux-MSc-UdeM,14172183,Oka_Plage,-99,Populus,grandidentata,tree,broadleaf,45.463605,7.0764187666462e-07,0.11,8.81335791845936e-05,13.7,0.0031129809465273,48.39,6.43310796967837e-08,0.01,0.0809909171617839,5.78979717271053e-07,0.09,5.65470190534728e-05,8.79,404.014410705095,0.0643310796967836,1.5761114525712e-05,2.45,7.0764187666462e-07,0.11,5.33947961483304e-06,0.83,0.0001579392337635,2.4551,1.04859659905757e-05,1.63,9.64966195451755e-07,0.15,8.80049170252e-06,1.368,0.0007767771338008,0.0006664248871824,12.0746789493054,10.3592989628578,4.4523540258144e-05,6.921,1.5220733456259e-05,2.366,0.0007767771338008,12.0746789493054,0.0013193500403764,20.5087501499284,0.0036555970555491,56.8247427647624
-1.9243176,0.0050420435,0.39829946,1.3886747,0.0032455446,2018-BeauchampRioux-MSc-UdeM,14173383,Oka_Plage,-99,Populus,grandidentata,tree,broadleaf,45.4637733,8.97393473231464e-07,0.13,0.0001188010898024,17.21,0.0032982661654614,47.78,6.90302671716511e-08,0.01,0.0777848242534181,6.90302671716511e-07,0.1,4.5905127669148e-05,6.65,421.749859301268,0.0690302671716511,1.92594445408907e-05,2.79,1.38060534343302e-06,0.2,5.03920950353053e-06,0.73,0.0001666045498187,2.4135,1.13209638161508e-05,1.64,1.31157507626137e-06,0.19,8.89800143842582e-06,1.289,0.0010488207887122,0.0008442866600149,15.1936365261955,12.230673508992,4.68025211423794e-05,6.78,1.62980460792268e-05,2.361,0.0010488207887122,15.1936365261955,0.0011510173395637,16.6740965481367,0.0038353605303045,55.5605633217018
0.3681146,0.00029722508,-0.5618603,2.1784,-0.0002885023,2018-BeauchampRioux-MSc-UdeM,14175119,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.4674197955385,3.02207995923209e-07,0.06,5.09220473130608e-05,10.11,0.0023708217280175,47.07,5.03679993205349e-08,0.01,0.0532716506488095,4.53311993884814e-07,0.09,3.52072315250539e-05,6.99,445.636858914146,0.0503679993205349,1.12320638484793e-05,2.23,2.51839996602675e-07,0.05,0.0,0.0,0.0001098828273176,2.1816,9.06623987769628e-06,1.8,1.0073599864107e-07,0.02,1.09097086528279e-05,2.166,0.0010273980100205,0.0007932819619433,20.3978324309127,15.7497215026358,6.32722807464559e-05,12.562,2.43579644714107e-05,4.836,0.0010273980100205,20.3978324309127,0.0005147067220734,10.2189233048128,0.0026823114791968,53.2542788155422
0.8828095,-0.0035263947,-1.5092342,0.64067936,5.5297278e-05,2018-BeauchampRioux-MSc-UdeM,14175603,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.4688958,4.66762202164522e-07,0.08,4.6034422188476e-05,7.89,0.0027299754299097,46.79,0.0,0.0,0.056449715532361,5.83452752705653e-07,0.1,3.13314128202935e-05,5.37,448.968255601045,0.0583452752705653,1.09105664755957e-05,1.87,4.90100312272748e-06,0.84,0.0,0.0,0.0001451046995978,2.487,8.63510074004366e-06,1.48,1.1669055054113e-07,0.02,9.77866813534673e-06,1.676,0.0009749969387656,0.0008546964592563,16.7108122164871,14.6489403862247,4.69387739551697e-05,8.045,1.54439943641186e-05,2.647,0.0009749969387656,16.7108122164871,0.0005749185219208,9.85372884530543,0.0034039508337432,58.3414992552197
0.46469963,-0.00093566126,-1.0447972,0.91794777,-0.00066940207,2018-BeauchampRioux-MSc-UdeM,14179040,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.4682427588308,4.16229904010364e-07,0.08,4.01661857370001e-05,7.72,0.0025629356339438,49.26,5.20287380012955e-08,0.01,0.0564962980015095,4.68258642011659e-07,0.09,2.87198633767151e-05,5.52,435.416666666667,0.0520287380012955,9.57328779223837e-06,1.84,1.04057476002591e-07,0.02,3.01766680407514e-06,0.58,0.0001253008097285,2.4083,6.60764972616453e-06,1.27,1.04057476002591e-07,0.02,7.56497850538836e-06,1.454,0.0011127459790701,0.000853620876551,21.3871414494508,16.4067188508366,3.18780077733937e-05,6.127,1.08011660090689e-05,2.076,0.0011127459790701,21.3871414494508,0.000652295086589,12.5372075442775,0.0025636421816445,49.2735799507707
0.4399506,-0.002159982,-1.3027275,-0.21026325,-1.5264377e-06,2018-BeauchampRioux-MSc-UdeM,14179140,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.4676661,5.81168822525642e-07,0.08,6.32747555524793e-05,8.71,0.0034594074160838,47.62,7.26461028157053e-08,0.01,0.078606549303461,8.71753233788463e-07,0.12,5.16513791019664e-05,7.11,455.674854308949,0.0726461028157053,1.74350646757693e-05,2.4,1.08969154223558e-06,0.15,1.3802759534984e-06,0.19,0.000172992164635,2.3813,1.28583601983798e-05,1.77,1.45292205631411e-07,0.02,1.10640014588319e-05,1.523,0.0013273739008802,0.0010346082841861,18.2717840246378,14.2417589393728,5.78626208927092e-05,7.965,2.01302350902319e-05,2.771,0.0013273739008802,18.2717840246378,0.000877890396467,12.0844802741062,0.0039921098353321,54.952842349433
0.46869552,0.0029302645,-1.3552558,2.8849115,-0.01019267,2018-BeauchampRioux-MSc-UdeM,14181934,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.46887502161,2.78031239050657e-07,0.06,2.78958009847493e-05,6.02,0.0022210062146163,47.93,4.63385398417762e-08,0.01,0.0448448190016043,4.17046858575986e-07,0.09,2.2566868902945e-05,4.87,462.506902263943,0.0463385398417762,1.19090047393365e-05,2.57,4.17046858575986e-07,0.09,1.06578641636085e-06,0.23,0.0001161382824054,2.5063,6.34837995832335e-06,1.37,9.26770796835525e-08,0.02,9.3603850480388e-06,2.02,0.0008116566286696,0.0007238374654377,17.5158007015566,15.6206360387989,4.85581559001973e-05,10.479,1.72379368211408e-05,3.72,0.0008116566286696,17.5158007015566,0.0003923874250218,8.46784180860359,0.0026866692182038,57.9791514229304
-1.4281117,0.0055921674,0.33971977,-1.1645317,-0.0013339361,2018-BeauchampRioux-MSc-UdeM,14248440,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.4712274283125,2.4732714424276e-07,0.04,2.9122771234585e-05,4.71,0.003034085741998,49.07,6.183178606069e-08,0.01,0.0754607177497575,3.7099071636414e-07,0.06,3.20906969654981e-05,5.19,436.283999139634,0.06183178606069,1.27991797145628e-05,2.07,2.4732714424276e-07,0.04,6.73966468061522e-06,1.09,0.0001089599733961,1.7622,6.67783289455452e-06,1.08,6.183178606069e-08,0.01,6.48615435776638e-06,1.049,0.0003517474199029,0.0005426961613479,5.68877987056122,8.77697695511049,3.22700091450741e-05,5.219,1.08267457392268e-05,1.751,0.0003517474199029,5.68877987056122,0.0003204261251965,5.18222334515821,0.0049580302224913,80.1857836942445
1.4144593,-0.0021209447,-0.3437848,-2.34648,-0.0064689144,2018-BeauchampRioux-MSc-UdeM,14249470,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.4713238266929,2.95751041072694e-07,0.04,3.07581082715602e-05,4.16,0.0036103808338949,48.83,0.0,0.0,0.0844665618394301,6.65439842413562e-07,0.09,3.4528934045237e-05,4.67,450.507992770535,0.0739377602681735,1.36784856496121e-05,1.85,3.69688801340868e-07,0.05,6.95014946520831e-06,0.94,0.0001329992431703,1.7988,8.57678019110813e-06,1.16,7.39377602681735e-08,0.01,8.0518220932041e-06,1.089,0.0005108407636845,0.0005913345526569,6.90906462180816,7.99773418226652,4.17230781193303e-05,5.643,1.5179422183056e-05,2.053,0.0005108407636845,6.90906462180816,0.0004436041019677,5.9996962358441,0.0058323755500089,78.8822318779306
-3.0743132,0.01181793,-0.2355411,0.3645687,-0.0072885063,2018-BeauchampRioux-MSc-UdeM,14250493,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.4715067480444,2.11322759734419e-07,0.03,3.19097367198973e-05,4.53,0.0033945479305338,48.19,0.0,0.0,0.07831045547918,7.04409199114731e-07,0.1,3.35298778778612e-05,4.76,460.921459662186,0.0704409199114731,9.36864234822593e-06,1.33,4.93086439380312e-07,0.07,6.97365107123584e-06,0.99,0.0001059290553628,1.5038,7.11453291105879e-06,1.01,7.04409199114731e-08,0.01,5.19853988946672e-06,0.738,0.0005583154785337,0.000604073601182,7.92601060910922,8.57560636546551,2.70352250620234e-05,3.838,9.29820142831446e-06,1.32,0.0005583154785337,7.92601060910922,0.0002728384143774,3.87329431132281,0.005596657486349,79.4517944027803
-1.838146,0.0069645634,-0.2994423,-2.1275043,-0.0056639127,2018-BeauchampRioux-MSc-UdeM,14253184,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.4716097292125,2.64855336604899e-07,0.04,3.60203257782662e-05,5.44,0.0031742912092097,47.94,0.0,0.0,0.0800844368518982,4.63496839058573e-07,0.07,2.8604376353329e-05,4.32,446.894449850368,0.0662138341512246,1.54278233572353e-05,2.33,3.31069170756123e-07,0.05,6.68759724927369e-06,1.01,9.38713526761912e-05,1.4177,7.28352175663471e-06,1.1,1.32427668302449e-07,0.02,5.09184384622918e-06,0.769,0.0003918944406504,0.0004564215817132,5.91861875503907,6.89314533079014,2.2115420606509e-05,3.34,7.79336827959914e-06,1.177,0.0003918944406504,5.91861875503907,0.0003259663206992,4.92293377777812,0.0054366902122205,82.1080712499414
-0.21744454,0.0014516064,0.41938925,-1.4976139,0.00035007577,2018-BeauchampRioux-MSc-UdeM,14254416,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.47165769298,3.26961421329868e-07,0.05,4.4728322437926e-05,6.84,0.003172833632585,48.52,6.53922842659736e-08,0.01,0.0835325589162128,9.15491979723631e-07,0.14,2.90995664983583e-05,4.45,437.019358260408,0.0653922842659736,1.66096402035573e-05,2.54,5.23138274127789e-07,0.08,6.34305157379944e-06,0.97,0.0001227936313946,1.8778,8.56638923884255e-06,1.31,1.30784568531947e-07,0.02,5.64989336058012e-06,0.864,0.0004010687093447,0.0004748666371691,6.13327266124323,7.26181448621224,2.62157667622288e-05,4.009,8.95874294443839e-06,1.37,0.0004010687093447,6.13327266124323,0.0003181531492909,4.86530104984368,0.0053302250375421,81.5115284222552
1.0780345,-0.0011368539,0.006395817,-2.3101707,-0.004413264,2018-BeauchampRioux-MSc-UdeM,14257089,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.4719478258796,2.81430571874648e-07,0.04,5.51603920874309e-05,7.84,0.0034334529768707,48.8,7.03576429686619e-08,0.01,0.0958972460525679,8.44291715623943e-07,0.12,2.4765890324969e-05,3.52,422.302193024829,0.0703576429686619,2.11072928905986e-05,3.0,4.92503500780633e-07,0.07,1.06943617312366e-05,1.52,0.0001402157466722,1.9929,9.35756651483203e-06,1.33,2.81430571874648e-07,0.04,7.48605321186563e-06,1.064,0.0006294580367696,0.000477383258205,8.94654809641738,6.78509452651311,3.82042001319834e-05,5.43,1.38463841362327e-05,1.968,0.0006294580367696,8.94654809641738,0.0004776051995556,6.78824900044473,0.0054399548675625,77.3186058831669
-0.580932,0.0023349042,0.40736175,-0.86533546,0.0012618992,2018-BeauchampRioux-MSc-UdeM,14258677,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.4713494545273,1.87882875288035e-07,0.03,4.16473706888477e-05,6.65,0.003108835309766,49.64,6.26276250960116e-08,0.01,0.0780831413102533,7.51531501152139e-07,0.12,3.18148335487739e-05,5.08,425.557838840495,0.0626276250960116,1.24628973941063e-05,1.99,5.01021000768093e-07,0.08,5.13546525787295e-06,0.82,0.0001419956143801,2.2673,9.33151613930573e-06,1.49,1.87882875288035e-07,0.03,6.77004627287885e-06,1.081,0.0004441490815337,0.0004762482411579,7.09190362644017,7.60444357306971,3.60547237677739e-05,5.757,1.28198748571536e-05,2.047,0.0004441490815337,7.09190362644017,0.0004301847135079,6.86892905245002,0.0048945130509452,78.1526210428969
-1.122752,0.0030804435,0.67358804,-0.7252884,0.002895453,2018-BeauchampRioux-MSc-UdeM,14261944,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.4716496990216,2.06183189177201e-07,0.03,4.2336281511052e-05,6.16,0.0033326076144008,48.49,6.87277297257338e-08,0.01,0.0887853921786058,6.87277297257337e-07,0.1,3.25082161602721e-05,4.73,432.473670499795,0.0687277297257338,1.53950114585644e-05,2.24,6.18549567531604e-07,0.09,7.01022843202484e-06,1.02,0.0001442595046943,2.099,1.02404317291343e-05,1.49,1.37455459451468e-07,0.02,7.42259481037925e-06,1.08,0.0004405592356976,0.0005115516491442,6.41021080509605,7.4431623332479,3.48518317439196e-05,5.071,1.19105155614697e-05,1.733,0.0004405592356976,6.41021080509605,0.000405432642124,5.8991129743702,0.0054993411157681,80.016336022068
-1.3232167,0.0045109256,0.44981217,-0.6806593,0.0009442,2018-BeauchampRioux-MSc-UdeM,14263219,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.4716847313603,1.36269214790195e-07,0.02,4.892064810968e-05,7.18,0.003334507685916,48.94,6.81346073950976e-08,0.01,0.0858983601749797,8.17615288741171e-07,0.12,3.27727461570419e-05,4.81,438.390628378246,0.0681346073950976,1.75105941005401e-05,2.57,6.13211466555878e-07,0.09,2.31657665143332e-06,0.34,0.0001391036144578,2.0416,9.81138346489405e-06,1.44,2.04403822185293e-07,0.03,6.50004154549231e-06,0.954,0.0003192255129567,0.0005234940864096,4.68521835174994,7.68323332919543,3.15463232239302e-05,4.63,1.08334025758205e-05,1.59,0.0003192255129567,4.68521835174994,0.0003250089005811,4.77010014450516,0.005637976806668,82.747623010061
-0.7212603,0.0014081295,0.62659025,-0.5173683,0.0042094793,2018-BeauchampRioux-MSc-UdeM,14264374,Oka_Humide,-99,Acer,saccharinum,tree,broadleaf,45.4718768210455,1.6910150924789e-07,0.03,3.40457705285751e-05,6.04,0.0027935569327751,49.56,5.63671697492966e-08,0.01,0.0811152255814778,5.63671697492966e-07,0.1,3.28620599638399e-05,5.83,404.832997708492,0.0563671697492966,1.20625743263495e-05,2.14,3.94570188245076e-07,0.07,2.93109282696342e-06,0.52,0.0001462502586315,2.5946,1.1780738477603e-05,2.09,1.6910150924789e-07,0.03,8.15069274574828e-06,1.446,0.0004106234145155,0.0005077405356554,7.28479745110259,9.0077351393331,3.97219445223293e-05,7.047,1.3539394173781e-05,2.402,0.0004106234145155,7.28479745110259,0.0004130239671057,7.32738523049372,0.0042884607287277,76.0808241357771
0.48950708,-0.002677403,-1.6712251,0.3248043,-0.00017593615,2018-BeauchampRioux-MSc-UdeM,14265351,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.4709836102096,2.96274036218115e-07,0.05,2.98051680435423e-05,5.03,0.0028857091127644,48.7,5.92548072436229e-08,0.01,0.0576607920799471,3.55528843461738e-07,0.06,2.61313699944377e-05,4.41,487.814622453056,0.0592548072436229,1.1317668183532e-05,1.91,7.70312494167098e-07,0.13,2.0739182535268e-06,0.35,0.0001230959365679,2.0774,7.58461532718373e-06,1.28,1.18509614487246e-07,0.02,9.3504085830437e-06,1.578,0.0010621751641039,0.0009244217399998,17.9255526009375,15.6007889148829,4.20294347779017e-05,7.093,1.39545071058732e-05,2.355,0.0010621751641039,17.9255526009375,0.0006051196075478,10.2121605941594,0.0033099334352888,55.8593233065506
0.7531179,-0.0030162483,-1.582778,0.71101284,-0.0005148109,2018-BeauchampRioux-MSc-UdeM,14266157,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.470084507144,3.33107262808337e-07,0.05,3.43766695218203e-05,5.16,0.0031905013631782,47.89,6.66214525616673e-08,0.01,0.0669321869486153,4.66350167931671e-07,0.07,3.93732784639454e-05,5.91,480.614412974406,0.0666214525616673,1.52563126366218e-05,2.29,5.99593073055006e-06,0.9,1.53229340891835e-06,0.23,0.0001505911313703,2.2604,1.04595680521818e-05,1.57,1.99864357685002e-07,0.03,1.07593645887093e-05,1.615,0.0011505040752603,0.000953221612395,17.2692733499826,14.3080280561684,5.01393051979108e-05,7.526,1.72882669397527e-05,2.595,0.0011505040752603,17.2692733499826,0.0007319444017774,10.986617277669,0.0038038406403142,57.0963329986423
-0.8780246,0.0041405205,-0.4902234,1.2750235,-0.0013039149,2018-BeauchampRioux-MSc-UdeM,14268164,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.4660642312355,3.19481259551541e-07,0.06,3.14689040658268e-05,5.91,0.0025276292318186,47.47,0.0,0.0,0.0558745398711206,4.25975012735389e-07,0.08,2.65701914193699e-05,4.99,470.691497481301,0.0532468765919236,1.40571754202678e-05,2.64,1.86364068071732e-06,0.35,2.66234382959618e-07,0.05,0.0001137726012139,2.1367,1.0436387812017e-05,1.96,1.06493753183847e-07,0.02,6.12339080807121e-06,1.15,0.0009066373801679,0.0006930591373952,17.0270528188208,13.0159585266706,2.97330558889301e-05,5.584,9.4779440333624e-06,1.78,0.0009066373801679,17.0270528188208,0.000421997144136,7.92529386033649,0.0032864613757585,61.7212048125477
1.2480875,-0.004258556,-1.7596273,0.7838259,-0.0021726629,2018-BeauchampRioux-MSc-UdeM,14268457,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.4660992670459,3.3231793681776e-07,0.06,5.05677127191024e-05,9.13,0.0026330657860527,47.54,5.53863228029599e-08,0.01,0.0532908548345161,3.8770425962072e-07,0.07,2.67515939138297e-05,4.83,482.570916590594,0.0553863228029599,1.62281925812673e-05,2.93,1.55081703848288e-06,0.28,1.6615896840888e-06,0.3,0.0001264192817977,2.2825,8.64026635726175e-06,1.56,1.1077264560592e-07,0.02,1.04347832160777e-05,1.884,0.0009978700477211,0.0007838758081852,18.0165426629084,14.1528768929822,5.36582695315076e-05,9.688,1.88867360758093e-05,3.41,0.0009978700477211,18.0165426629084,0.0005021475376448,9.066273264454,0.0032360235215148,58.4264012800985
0.3614589,-0.00038295705,-1.2034621,1.2867336,-0.0016106647,2018-BeauchampRioux-MSc-UdeM,14270577,Oka_Plage,-99,Fagus,grandifolia,tree,broadleaf,45.4691973811972,2.15491199097756e-07,0.05,2.41781125387682e-05,5.61,0.002034667901881,47.21,0.0,0.0,0.046542071132235,4.30982398195512e-07,0.1,2.67640069279413e-05,6.21,445.197337137423,0.0430982398195512,1.15072300318202e-05,2.67,9.05063036210576e-07,0.21,5.17178877834615e-07,0.12,0.0001055001812542,2.4479,7.19740604986505e-06,1.67,8.61964796391024e-08,0.02,6.63281910822893e-06,1.539,0.0007585520860739,0.0007081427621507,17.6005351784656,16.4308975288944,3.02420348813791e-05,7.017,1.00892979417569e-05,2.341,0.0007585520860739,17.6005351784656,0.0005234648245056,12.1458515869172,0.0023053590236361,53.4907929717888
0.9923624,-0.004365183,0.68457055,-0.29576015,0.006476353,2018-BeauchampRioux-MSc-UdeM,14510084,MSB_Tourbiere,-99,Acer,rubrum,tree,broadleaf,45.5619049,2.34455772670159e-07,0.04,4.21434251374611e-05,7.19,0.0029013901867932,49.5,5.86139431675398e-08,0.01,0.0779547594297854,4.10297602172778e-07,0.07,1.83461642114399e-05,3.13,422.072685115177,0.0586139431675397,1.52396252235603e-05,2.6,1.17227886335079e-06,0.2,5.27525488507858e-06,0.9,0.0001212956939909,2.0694,6.38891980526183e-06,1.09,2.34455772670159e-07,0.04,7.9597734821519e-06,1.358,0.0003879796031716,0.0005032504614272,6.61923737262735,8.58584893339827,4.15221173398852e-05,7.084,1.48820801702383e-05,2.539,0.0003879796031716,6.61923737262735,0.0004366235523158,7.44914142813756,0.0045149755638201,77.0290364344661
1.1094853,-0.002287202,0.36056042,-1.7670298,0.00021386519,2018-BeauchampRioux-MSc-UdeM,14510899,MSB_Tourbiere,-99,Acer,rubrum,tree,broadleaf,45.5618592,2.60550918689356e-07,0.04,5.92101962721561e-05,9.09,0.0031871891128675,48.93,6.5137729672339e-08,0.01,0.096149025275017,5.86239567051051e-07,0.09,2.85303255964845e-05,4.38,397.82501013194,0.065137729672339,1.84991152269443e-05,2.84,1.43303005279146e-06,0.22,5.3412938331318e-06,0.82,0.0001573922962072,2.4163,7.29542572330197e-06,1.12,3.25688648361695e-07,0.05,8.7805659598313e-06,1.348,0.0006907630035142,0.0005748026676845,10.60465274103,8.82441974222854,4.39288848910254e-05,6.744,1.52943389270652e-05,2.348,0.0006907630035142,10.60465274103,0.0004731864197105,7.26439840766359,0.0047542109447463,72.9870532587087
0.19962561,-0.002272816,0.7598257,0.45148277,0.0065337443,2018-BeauchampRioux-MSc-UdeM,14510917,MSB_Tourbiere,-99,Acer,rubrum,tree,broadleaf,45.5618194,2.17392270102177e-07,0.04,3.06523100844069e-05,5.64,0.0026581639826743,48.91,5.43480675255442e-08,0.01,0.0823689471346068,4.89132607729897e-07,0.09,2.29892325633052e-05,4.23,392.06024916877,0.0543480675255442,1.07065693025322e-05,1.97,8.69569080408706e-07,0.16,1.95653043091959e-06,0.36,0.0001180548722789,2.1722,5.59785095513105e-06,1.03,3.26088405153265e-07,0.06,7.52720735228787e-06,1.385,0.0004025021617128,0.0005135203735581,7.40600687455354,9.44873289775673,4.11306175033318e-05,7.568,1.4331585406486e-05,2.637,0.0004025021617128,7.40600687455354,0.0004743913085065,8.72876129926017,0.0040291920797961,74.136804917716
-1.8640426,0.0046214834,0.8798847,-0.10414219,0.0038743308,2018-BeauchampRioux-MSc-UdeM,14513182,MSB_Tourbiere,-99,Acer,rubrum,tree,broadleaf,45.5618653,2.99639271625173e-07,0.05,4.48260350351258e-05,7.48,0.0029736201316082,49.62,5.99278543250345e-08,0.01,0.0835399148417493,4.19494980275241e-07,0.07,2.74469572808658e-05,4.58,408.104318564218,0.0599278543250345,1.80982120061604e-05,3.02,1.43826850380083e-06,0.24,4.37473336572752e-06,0.73,0.0001110463140642,1.853,6.17256899547855e-06,1.03,2.99639271625173e-07,0.05,6.68794854267385e-06,1.116,0.0005131427339548,0.0005019622513237,8.56267489858159,8.37610918957985,3.30861683728515e-05,5.521,1.08589272036963e-05,1.812,0.0005131427339548,8.56267489858159,0.0005219822097128,8.71017685501926,0.0044348278301479,74.0027801778863
-0.4679289,0.00044892507,0.60898614,-0.5125742,0.0048289197,2018-BeauchampRioux-MSc-UdeM,14513191,MSB_Tourbiere,-99,Acer,rubrum,tree,broadleaf,45.5618356,2.72597185785834e-07,0.04,5.32246005246841e-05,7.81,0.0033699827092773,49.45,6.81492964464585e-08,0.01,0.0885106129263058,6.13343668018127e-07,0.09,3.16894228476032e-05,4.65,415.661555245772,0.0681492964464585,1.65602790364894e-05,2.43,1.49928452182209e-06,0.22,2.65782256141188e-06,0.39,0.0001863133615549,2.7339,9.40460290961127e-06,1.38,2.72597185785834e-07,0.04,1.05563260195564e-05,1.549,0.0005407065211205,0.0005770363049561,7.9341467823572,8.46723788864785,5.55621213927976e-05,8.153,1.77528917243024e-05,2.605,0.0005407065211205,7.9341467823572,0.0005233641759351,7.67967100506123,0.0051597892094199,75.7130224150398
0.23488462,-0.001629081,0.42543006,0.009239197,0.005102111,2018-BeauchampRioux-MSc-UdeM,14517901,MSB_Tourbiere,-99,Acer,rubrum,tree,broadleaf,45.561818,2.50313296964988e-07,0.04,5.15019608505462e-05,8.23,0.0030544480062152,48.81,6.25783242412469e-08,0.01,0.0743603168437229,5.00626593929975e-07,0.08,2.31539799692614e-05,3.7,421.064593845175,0.0625783242412469,2.04005337026465e-05,3.26,1.56445810603117e-06,0.25,1.18898816058369e-06,0.19,0.000145644791839,2.3274,7.75971220591462e-06,1.24,2.50313296964988e-07,0.04,7.72216521136987e-06,1.234,0.0006151027917518,0.0005979928178679,9.82932667516874,9.55590973581555,4.07322312486276e-05,6.509,1.38235518248914e-05,2.209,0.0006151027917518,9.82932667516874,0.0004881687443741,7.80092388687424,0.004538325758664,72.5223280375525
0.2784673,-0.00047184946,0.29337907,-0.8071966,0.0020074332,2018-BeauchampRioux-MSc-UdeM,14518019,MSB_Tourbiere,-99,Acer,rubrum,tree,broadleaf,45.561838,2.91176966766012e-07,0.04,5.99824551537985e-05,8.24,0.0035873002305572,49.28,7.27942416915031e-08,0.01,0.0729629421357477,4.36765450149018e-07,0.06,2.77346060844627e-05,3.81,461.217800263655,0.0727942416915031,1.83441489062588e-05,2.52,8.73530900298037e-07,0.12,2.98456390935163e-06,0.41,0.000148041649328,2.0337,7.42501265253331e-06,1.02,2.91176966766012e-07,0.04,8.88089748636337e-06,1.22,0.000571180615888,0.0006124014974742,7.8465082211947,8.4127739123861,4.14272029466344e-05,5.691,1.42531125231963e-05,1.958,0.000571180615888,7.8465082211947,0.0005126540790057,7.04250868054038,0.0055649888807675,76.4482018282658
1.2570072,-0.0048410487,0.4172392,0.24729633,0.0058967965,2018-BeauchampRioux-MSc-UdeM,14520119,MSB_Tourbiere,-99,Acer,rubrum,tree,broadleaf,45.561802,2.20461737782214e-07,0.04,4.40923475564429e-05,8.0,0.0026797124227428,48.62,5.51154344455536e-08,0.01,0.0723190960643969,4.96038910009982e-07,0.09,2.33689442049147e-05,4.24,400.818627640267,0.0551154344455536,1.20151647091307e-05,2.18,7.7161608223775e-07,0.14,1.87392477114882e-06,0.34,0.0001348729796317,2.4471,6.33827496123866e-06,1.15,2.20461737782214e-07,0.04,1.00089628953125e-05,1.816,0.0005127326597645,0.0005866195965617,9.30288702107724,10.6434722408151,5.45808147314317e-05,9.903,1.94281906420576e-05,3.525,0.0005127326597645,9.30288702107724,0.0004534702922632,8.22764615438543,0.0039391804799761,71.4714583964229
1.701686,-0.0065024695,0.47870457,0.58533,0.006773112,2018-BeauchampRioux-MSc-UdeM,14520147,MSB_Tourbiere,-99,Acer,rubrum,tree,broadleaf,45.5617566,2.44291497584073e-07,0.04,4.81254250240624e-05,7.88,0.0029864635579653,48.9,6.10728743960183e-08,0.01,0.0659869506125667,3.6643724637611e-07,0.06,2.75438663526043e-05,4.51,422.802611752888,0.0610728743960183,1.44131983574603e-05,2.36,9.16093115940275e-07,0.15,3.11471659419693e-06,0.51,0.0001436372932919,2.3519,7.08445342993812e-06,1.16,1.83218623188055e-07,0.03,1.00709169879034e-05,1.649,0.0004395826562551,0.000540063667072,7.19767426377836,8.84293841436124,5.15882570023167e-05,8.447,1.77294554371641e-05,2.903,0.0004395826562551,7.19767426377836,0.0004376433769007,7.16592073369451,0.0046767577824686,76.576677104518
