0,1,2,Species,dataset,LandCover,Tool,Sensor,Site,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn_mass_mg_g
-1.2110555,0.23695588,-0.0022448865,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.118470465,-99.0,-99.0,-99.0,14.5461188,-99.0,-99.0,-99.0,17.975897,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,59.760721,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07045238,11.789078,-99.0,-99.0,-99.0,-99.0,0.011747972,1.965835,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-1.7830815,-0.8363714,-0.0030082515,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-1.6490064,0.8934675,-0.00065458287,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"DoBeS, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.646784592,-99.0,-99.0,-99.0,21.35919553,-99.0,-99.0,-99.0,21.768575,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,69.469065,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.113035783,16.271384,-99.0,-99.0,-99.0,-99.0,0.011125769,1.601543,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.60513425,0.5169183,-0.0026970091,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HaachtBev, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.20410926,-99.0,-99.0,-99.0,10.97772846,-99.0,-99.0,-99.0,18.131162,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,67.880172,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.066529499,9.801021,-99.0,-99.0,-99.0,-99.0,0.010473001,1.542866,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.49697447,-0.7206993,-0.0038970117,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HaachtBev, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.8668871,-0.47400188,-0.0037815622,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HaachtHol, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.410524466,-99.0,-99.0,-99.0,17.68320468,-99.0,-99.0,-99.0,18.448757,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,66.924237,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.096307283,14.390494,-99.0,-99.0,-99.0,-99.0,0.010692084,1.59764,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.56083655,-0.44530892,-0.004175752,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.118470465,-99.0,-99.0,-99.0,14.5461188,-99.0,-99.0,-99.0,17.975897,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,59.760721,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07045238,11.789078,-99.0,-99.0,-99.0,-99.0,0.011747972,1.965835,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.5864246,0.86519647,-0.0020670458,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-1.1093009,0.1595757,-0.002503817,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"DeMatSpo, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.883929481,-99.0,-99.0,-99.0,25.13063808,-99.0,-99.0,-99.0,16.338736,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,50.275679,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.110111128,21.90147,-99.0,-99.0,-99.0,-99.0,0.015523536,3.087683,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-1.1831965,-0.031370044,-0.0026793573,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"DoBeS, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.646784592,-99.0,-99.0,-99.0,21.35919553,-99.0,-99.0,-99.0,21.768575,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,69.469065,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.113035783,16.271384,-99.0,-99.0,-99.0,-99.0,0.011125769,1.601543,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.6450858,0.032317996,-0.0029075695,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HaachtBev, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.20410926,-99.0,-99.0,-99.0,10.97772846,-99.0,-99.0,-99.0,18.131162,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,67.880172,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.066529499,9.801021,-99.0,-99.0,-99.0,-99.0,0.010473001,1.542866,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.6818576,-0.45350218,-0.0040152394,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.118470465,-99.0,-99.0,-99.0,14.5461188,-99.0,-99.0,-99.0,17.975897,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,59.760721,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07045238,11.789078,-99.0,-99.0,-99.0,-99.0,0.011747972,1.965835,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.5271759,-0.18853128,-0.0042169546,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.67371464,0.61928165,-0.0024486282,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"DeMatSpo, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.883929481,-99.0,-99.0,-99.0,25.13063808,-99.0,-99.0,-99.0,16.338736,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,50.275679,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.110111128,21.90147,-99.0,-99.0,-99.0,-99.0,0.015523536,3.087683,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.40052557,-0.63689756,-0.0044875196,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HaachtHol, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.410524466,-99.0,-99.0,-99.0,17.68320468,-99.0,-99.0,-99.0,18.448757,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,66.924237,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.096307283,14.390494,-99.0,-99.0,-99.0,-99.0,0.010692084,1.59764,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.6440017,1.6121747,0.0054323473,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-3.6463854,0.20672667,0.001183202,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"DeMatSpo, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.883929481,-99.0,-99.0,-99.0,25.13063808,-99.0,-99.0,-99.0,16.338736,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,50.275679,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.110111128,21.90147,-99.0,-99.0,-99.0,-99.0,0.015523536,3.087683,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.39254475,-2.035657,-0.0066574547,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HaachtBev, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.20410926,-99.0,-99.0,-99.0,10.97772846,-99.0,-99.0,-99.0,18.131162,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,67.880172,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.066529499,9.801021,-99.0,-99.0,-99.0,-99.0,0.010473001,1.542866,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.80449724,0.33754826,-0.0019637216,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1.0195456,0.17443645,-0.0011977837,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"DeMatSpo, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.32634735,-0.69693327,-0.0045886277,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HaachtHol, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.410524466,-99.0,-99.0,-99.0,17.68320468,-99.0,-99.0,-99.0,18.448757,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,66.924237,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.096307283,14.390494,-99.0,-99.0,-99.0,-99.0,0.010692084,1.59764,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.54051065,-0.38525558,-0.0024334504,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.118470465,-99.0,-99.0,-99.0,14.5461188,-99.0,-99.0,-99.0,17.975897,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,59.760721,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07045238,11.789078,-99.0,-99.0,-99.0,-99.0,0.011747972,1.965835,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.12370443,-0.82031035,-0.003708268,Solidago gigantea,4,Grassland,Proximal,ASD FieldSpec 3,"HeverleeKapel, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.9108372,1.233531,0.0021013585,Symphytum officinale,4,Grassland,Proximal,ASD FieldSpec 3,"DoBeI, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.04198573,-99.0,-99.0,-99.0,34.70645849,-99.0,-99.0,-99.0,26.24742,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,37.995797,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.163797518,43.109378,-99.0,-99.0,-99.0,-99.0,0.022660754,5.964016,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.32382298,0.79540145,-0.0026884438,Symphytum officinale,4,Grassland,Proximal,ASD FieldSpec 3,"DoBeI, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2.4658442,0.6849192,-0.00040992163,Symphytum officinale,4,Grassland,Proximal,ASD FieldSpec 3,"DoBeI, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1.1915674,1.3055133,0.0029123137,Symphytum officinale,4,Grassland,Proximal,ASD FieldSpec 3,"DoBeI, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.49494934,-1.3793578,-0.004000666,Trifolium hybridum,4,Grassland,Proximal,ASD FieldSpec 3,"Campus, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.24813938,-0.6560631,-0.0037591304,Trifolium hybridum,4,Grassland,Proximal,ASD FieldSpec 3,"Campus, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.4840908,-0.42602134,-0.0046355897,Trifolium hybridum,4,Grassland,Proximal,ASD FieldSpec 3,"Campus, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.3114586,-1.1603987,-0.003889537,Trifolium hybridum,4,Grassland,Proximal,ASD FieldSpec 3,"Campus, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.08590317,-0.5583358,-0.003447034,Trifolium hybridum,4,Grassland,Proximal,ASD FieldSpec 3,"Campus, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.7595568,-0.01030457,-0.0028071748,Trifolium hybridum,4,Grassland,Proximal,ASD FieldSpec 3,"Campus, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.14375782,-0.84651685,-0.0040216134,Trifolium hybridum,4,Grassland,Proximal,ASD FieldSpec 3,"Campus, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.094108105,-0.7979195,-0.003497222,Trifolium hybridum,4,Grassland,Proximal,ASD FieldSpec 3,"Campus, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
0.43734646,-1.1981025,-0.004045311,Trifolium hybridum,4,Grassland,Proximal,ASD FieldSpec 3,"Campus, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.48075056,0.3948071,-0.003054012,Urtica dioica,4,Grassland,Proximal,ASD FieldSpec 3,"BattN, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.788805405,-99.0,-99.0,-99.0,30.09513686,-99.0,-99.0,-99.0,15.888515,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,51.891496,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.146627133,28.256486,-99.0,-99.0,-99.0,-99.0,0.016718677,3.221853,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-1.1767929,-0.81692696,-0.0038441583,Urtica dioica,4,Grassland,Proximal,ASD FieldSpec 3,"BattSD, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.150298042,-99.0,-99.0,-99.0,35.90387324,-99.0,-99.0,-99.0,18.050379,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,58.703349,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.118195741,20.134412,-99.0,-99.0,-99.0,-99.0,0.017517379,2.984051,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-1.3139207,-1.4187405,-0.0045339824,Urtica dioica,4,Grassland,Proximal,ASD FieldSpec 3,"BattE, Belgium",-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
