principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,latitude,hemicellulose_area,cellulose_area,hemicellulose_mass,cellulose_mass,hemicellulose_area,hemicellulose_mass,lignin_area,lignin_mass,solubles_area,solubles_mass,bio_1,bio_12,bio_13-14,bio_15,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
59.66759,-32.9546,-13.165085,2.5911095,-5.326033,10.549236,-3.4656343,-2.172882,1.0678805,-0.8982324,51.28491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.138815,748.08,40.253334,20.759092,748.08,40.253334,20.759092,503.4483,19.922667,270.0,361.0,329.0,300.0
26.491188,-23.744026,0.41368264,5.06691,-2.7558534,5.006242,-0.9609942,-1.9229273,1.0429891,-1.3887156,51.28491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.138815,748.08,40.253334,20.759092,748.08,40.253334,20.759092,503.4483,19.922667,270.0,361.0,329.0,300.0
17.536503,-18.347322,3.2764034,6.1050315,-0.1634941,2.836459,-0.9046494,-2.2898316,1.9168994,-1.9996475,51.28491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.138815,748.08,40.253334,20.759092,748.08,40.253334,20.759092,503.4483,19.922667,270.0,361.0,329.0,300.0
41.28054,-14.845335,-3.2510219,2.6784685,-1.2997139,2.883651,-0.43419805,-2.919191,1.281982,-1.2686568,51.28491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.138815,748.08,40.253334,20.759092,748.08,40.253334,20.759092,503.4483,19.922667,270.0,361.0,329.0,300.0
43.334084,-38.766376,-8.51383,-4.1823287,-4.378726,10.751267,-5.1068964,-3.2911384,1.2488691,-0.12473464,51.28491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.138815,748.08,40.253334,20.759092,748.08,40.253334,20.759092,503.4483,19.922667,270.0,361.0,329.0,300.0
25.454386,-31.754482,4.483974,5.0379786,-3.9676888,7.3371077,-1.9685502,-1.7708277,1.8865522,-0.6206576,51.28491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.138815,748.08,40.253334,20.759092,748.08,40.253334,20.759092,503.4483,19.922667,270.0,361.0,329.0,300.0
25.86483,-30.382877,1.849263,4.3099537,-2.0343919,7.180108,-1.9143058,-1.4028805,0.87087184,-1.2740378,51.28491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.138815,748.08,40.253334,20.759092,748.08,40.253334,20.759092,503.4483,19.922667,270.0,361.0,329.0,300.0
24.316473,-15.572137,8.102282,11.076376,-2.718335,1.8860111,0.60567933,-1.1363853,1.3604689,-1.9670753,51.28491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.138815,748.08,40.253334,20.759092,748.08,40.253334,20.759092,503.4483,19.922667,270.0,361.0,329.0,300.0
44.956745,-42.271984,-1.7900481,1.3635279,-7.6608443,11.734257,-4.605944,-2.1764786,1.157807,0.4678223,51.28491,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.138815,748.08,40.253334,20.759092,748.08,40.253334,20.759092,503.4483,19.922667,270.0,361.0,329.0,300.0
-38.669147,-2.8994906,-16.58266,2.3705063,-1.9172903,-3.6846626,6.218166,-2.9583693,-0.61214715,1.9968536,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-5.6125846,20.886639,-11.159493,4.7589607,-4.3648825,-3.0139947,5.0961213,-0.14905788,-2.7137673,0.016448922,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-52.81915,-10.303936,-2.640146,1.6194178,-0.31321743,0.30911067,5.386514,-4.310246,-1.1635116,3.064855,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-45.72503,21.766155,-3.7307448,11.409712,-4.0287194,-0.29281494,6.2911124,0.2125573,-0.8106598,3.6144636,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-18.458084,25.883524,6.3021,8.937535,-1.4951495,1.1213181,7.4211946,0.31809634,-2.2720945,3.3624294,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-55.178562,-5.0115876,0.21862729,12.440515,1.0419405,2.2432957,4.1216984,-1.0922184,-0.48433572,1.7469198,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
33.386116,-4.0284057,12.16585,4.341356,-5.8515487,0.05361063,8.174051,1.3215195,1.5064679,3.9369678,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-19.622362,12.756965,-22.835508,-0.56764483,-0.44340923,-4.3520427,5.6321607,0.18217418,-1.304864,1.2681664,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-20.377735,-8.8652725,-18.767633,3.767682,0.69933546,2.4347804,2.0650477,-1.4554218,-2.0320644,-0.11167878,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-20.529919,-13.334664,2.3567908,13.468836,-2.5667593,3.462862,2.863754,0.8947962,-1.3280251,0.13699159,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-28.49706,-9.150908,-20.024506,0.64069146,0.031701602,-1.1286559,2.8223372,-1.8863486,-1.6985626,-0.52100945,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-25.720797,3.0162547,-4.7202854,-2.9787061,-1.552431,-2.1616173,2.9749286,-0.72538733,-0.06538296,0.24462432,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
74.37284,31.277401,-28.116426,2.2874556,0.6947866,-5.330836,10.24459,4.1317096,-4.00068,-0.0019573218,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-9.501604,6.084418,-1.2398686,-5.923687,0.55558527,-2.2629855,3.789753,-0.7389126,-0.39399576,-1.0167664,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-3.0165489,4.9800096,-10.3359375,-6.468786,0.70830894,-1.7611153,3.151232,0.03577218,-1.1385223,-0.98118865,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.45387566,-12.652215,-18.812605,0.36296028,-1.1727911,0.5612106,4.0056367,-1.1779588,-2.1977417,0.96726424,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-28.647005,-8.483539,-12.275666,-3.0967736,1.8256837,-1.3716365,2.6992261,-0.41950175,-0.90463585,-1.1141328,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-18.98054,-0.6226724,-33.319843,-0.25117347,1.58499,-2.9033494,4.956316,0.38199064,-2.1660023,-0.60652065,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-7.4093714,-26.620365,-10.552618,-2.3739989,-1.772822,0.63733953,1.2684679,0.27857167,-0.8166004,0.11630915,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-24.179306,-11.657936,7.8617535,7.910857,-0.4689698,-0.7754019,4.9266863,-1.197218,-0.9260041,-1.3538972,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-37.776493,3.0879283,-22.00735,2.0121946,0.58937955,-1.8219357,4.562847,-1.4197618,-1.6160012,0.4807031,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-16.219238,-11.634285,-15.503474,1.3776923,-0.4299018,-0.6483491,3.609958,-1.8204263,-1.1120487,0.22016023,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-6.7575874,-1.9294381,-18.653324,-7.1086493,1.1470616,-3.422796,3.4142978,-2.0208797,-0.6458565,-1.4401778,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3.941592,-42.986824,-13.774269,-4.9679637,-4.274709,5.974165,-1.1858871,-1.7790298,-2.1971164,1.2047427,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-33.820873,-20.147663,5.0812,-4.48555,-0.06615244,3.3785193,-1.6562631,-1.0251331,-0.09493509,0.5878985,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-42.323452,-3.1455157,-11.668397,3.898975,3.3630116,3.0105104,6.3872356,-0.6495126,-1.8410171,1.9086844,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-4.063097,-30.152647,-11.388364,1.0099831,1.1826186,8.678447,4.0260625,0.55003756,-3.4062676,2.1162336,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
31.445675,-4.012571,-9.724889,-5.7578187,1.2352824,3.8936863,6.243406,1.0613545,-0.76368475,2.6058233,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
38.0223,-8.0777235,0.26004526,4.604994,-9.032907,3.9187486,9.482961,-0.50759274,-0.623798,3.87959,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-27.733942,9.582155,-8.078172,-0.21313727,-0.65396744,-1.1731203,6.896793,-0.8232486,-0.057530142,3.3058171,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-16.49126,7.2507215,-18.554167,-5.19877,1.9607865,-1.0275238,6.534664,-1.0141888,-1.0902363,1.7116302,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-15.22726,20.879066,-3.1321995,-7.041066,-0.77232236,-4.423945,6.009796,-0.83021253,1.4792353,2.5048559,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
23.695827,13.897528,-20.909283,-13.222535,-0.93046886,-6.8869095,8.924616,-1.3393131,2.2004998,0.7743382,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
10.352967,-12.149667,-7.1376925,-7.774826,3.3654823,5.801665,3.8208709,0.6675006,-1.6059667,0.19131204,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
23.389118,18.640768,0.9392549,-4.2406855,-4.5768385,-5.840864,9.922653,0.20950726,2.1783023,3.3747067,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
91.53778,6.480818,67.2394,-36.29902,-1.9889069,-4.8958826,-5.5782647,-0.49765855,0.8907999,-0.5114665,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
30.414392,-12.239599,10.078088,-13.6349535,4.656314,4.1918826,0.8209575,2.2164154,-1.2015104,2.1098592,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-23.089901,22.253098,6.1570964,-3.5704834,-1.9588951,-0.7964914,4.1436214,-0.025833076,-1.658313,0.58171856,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-10.251105,25.731167,3.9732883,0.39488178,-4.1018147,-4.0001183,7.416836,0.946276,-1.070196,1.2558556,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-43.450035,-8.133771,-21.040922,-1.7707276,2.5600085,-0.6342883,6.214479,-2.605989,0.41487938,1.6165836,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-2.9091773,-3.45722,-23.567684,-9.955457,3.4547157,0.059155863,5.842334,-0.5507192,1.1339144,0.5608444,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-13.814817,-12.3054285,-22.158773,-7.083578,5.4945393,3.3532984,3.7065563,0.20385796,-0.6507804,-0.47185743,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-30.572634,-17.801638,-15.025976,-5.6424074,4.0960712,3.7326088,2.9103656,-1.4987472,-1.6598678,0.6479284,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-14.501399,4.5101137,-17.0144,-5.8200927,4.4727077,1.3338656,6.114774,0.5331383,-2.4471006,0.83720255,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1.331554,-17.294376,-14.372316,-6.705533,3.9525502,6.457721,3.2646286,1.3444322,-3.6467838,1.5719154,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
2.7092597,-13.611289,-9.897819,-6.720449,0.8387337,2.4466658,4.5338817,-0.6529935,-1.857167,2.1343677,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-22.51656,-11.652751,-18.638416,-0.3726445,-0.33969095,0.50867766,6.496961,-2.3145266,-2.456498,2.43956,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-44.066967,-1.484882,-17.44755,-1.2036209,2.2075014,0.32386082,5.7464657,-2.5816212,-0.5864838,1.8542005,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3.1294131,13.90991,-18.071125,-6.482756,3.3904874,0.15462764,6.2773647,0.20324415,-0.40360564,2.5889354,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-2.7716737,-16.061272,-9.163341,-3.5901723,1.5182619,4.8207417,3.8079429,0.50099957,-2.3901222,2.2019527,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-62.91157,4.955948,-8.5596895,5.815581,-0.3094119,2.0277605,4.391409,-2.5184684,-0.83844537,4.576615,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3.0710306,10.551987,-20.296728,-8.066921,0.8529692,-2.3922617,7.4507213,-1.7897344,-0.20634533,2.1791794,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-0.74826324,-5.0258937,2.5015707,-2.8373446,-5.1658497,-0.26717198,6.7160993,-3.1948664,0.8772662,2.515422,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-26.751677,-13.855565,-2.8326118,-1.7286112,3.3716125,1.6327795,6.58316,-3.01798,-1.0658641,2.474089,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-40.43622,6.746986,-23.48482,-5.4485183,0.66538733,-3.9514594,6.0758853,-0.8949857,2.1593678,1.1618863,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-6.072192,7.9902453,-9.342971,-4.771684,-0.40704373,-2.0245008,7.290992,-1.1431884,1.6569239,2.6289737,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-21.555664,-6.1569567,1.5810144,-7.602595,1.0443083,-0.99844056,2.4590619,-1.1071519,3.786851,0.9128593,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-31.753313,-8.703763,-11.33073,0.9591803,-1.5910498,-3.321698,6.8629336,-2.8165672,2.0034647,2.7376974,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-23.071207,-12.234737,-19.880915,1.7221423,4.019597,2.6141005,5.68869,-0.23399836,-0.34120888,2.3191886,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-4.2352786,-30.06556,-16.111834,1.3565133,0.8991799,6.2440977,4.358199,0.5474133,-1.3126239,2.448103,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-10.495414,-24.287844,-21.059095,-5.20863,-1.8573819,2.0377936,3.9572005,-2.6031735,1.3712829,1.7270259,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-58.59909,22.546556,-18.839901,-4.71112,-3.4016137,-3.346992,4.9942617,0.13010046,4.5781465,0.37757266,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-43.498444,7.8551073,13.491659,-11.272792,2.732435,1.2835974,4.3453407,-5.28955,2.534041,-0.6640592,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-36.850204,35.083973,-1.5455343,-0.5352216,-6.096303,-0.64835817,7.591526,-0.49436304,2.19022,4.6423407,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-20.55701,-15.411566,2.5466928,12.3013,-1.1054156,3.2413232,5.8545876,1.2783449,-0.6917168,1.5504204,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-10.711921,-14.874268,39.700203,-2.6676457,5.1002684,3.2424226,7.2880535,-3.5467982,-0.30225956,-0.9290322,-14.5704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
