principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,latitude,hemicellulose_area,cellulose_area,hemicellulose_mass,cellulose_mass,hemicellulose_area,hemicellulose_mass,lignin_area,lignin_mass,solubles_area,solubles_mass,bio_1,bio_12,bio_13-14,bio_15,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
38.59121,8.239319,-20.649912,2.789234,0.8094647,-0.3931467,1.2014638,-5.932986,-3.3837998,-1.1349223,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
46.963844,14.919314,-18.56132,-0.062650844,0.7965099,-0.08494297,0.645819,-3.154686,-1.2048296,-0.5152586,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
4.1524568,-0.3336847,-17.750208,7.7389708,1.9572792,0.99815613,1.0427024,-5.2982926,-3.7510293,-0.34258762,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
17.947107,14.8753605,-16.593685,14.731368,-4.002047,-2.598132,2.3325179,-4.5314603,-1.4239901,0.17227837,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
62.0855,7.5709586,-13.297037,12.145412,-4.13012,-0.83828247,2.509355,-2.9557502,-1.5367658,-0.8065657,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
42.869473,10.346965,-7.23135,14.584777,-5.138937,-1.9639357,2.5395775,-2.7307734,-1.5741538,-1.2371068,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
26.402378,12.254384,-18.262634,2.952737,0.74304885,-0.3417595,1.1607424,-3.3422265,-1.9928775,-0.6709032,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
42.061615,9.812139,-11.597268,6.907949,-1.7382275,-1.772971,1.850852,-3.718067,-1.6885962,-0.9139316,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
78.63109,31.23625,-12.863024,0.6268841,0.23311555,-0.0039544352,1.9843659,-3.46326,-2.986604,1.1391401,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
109.37649,19.363277,14.869052,-11.203074,-2.9460487,0.6392717,1.0595454,-3.6661232,1.5629023,2.546112,43.177371,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
83.383606,13.9057,-5.3756537,-3.2022831,0.32573414,1.036615,1.1531032,-1.8228006,-1.1143653,-0.1379351,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
38.27081,14.729134,-14.1517935,8.565511,-0.35077026,-1.7278814,2.4394126,-2.1045911,-0.9144638,-0.29666853,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
25.734747,22.561987,-19.877455,9.221368,-0.20387366,-2.8914967,2.5310426,-3.3318825,-3.3473473,0.9019226,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
32.89899,12.615051,-20.79977,9.601269,0.8265941,-1.7261937,1.7207284,-2.6163938,-1.7703815,-0.6499813,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
34.867966,10.812566,-15.6039505,11.842035,-1.1068237,-2.0690024,2.07401,-2.1321864,-2.2088387,-0.9674557,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
32.508522,7.9985967,-9.999849,8.517614,-1.4163556,-0.018984629,1.1555015,-0.83766615,-1.7419114,-0.7278736,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
30.393108,16.13742,-22.577328,8.6019335,1.9911714,-2.6622036,2.0817587,-1.8679923,-2.2831566,-1.014174,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
62.68525,9.414607,-6.5835366,9.4207535,-4.0180893,-0.7421015,2.0408762,-1.5292094,-1.8703607,-0.62453675,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
24.599413,1.2428981,-12.155214,2.601468,1.000496,1.5068934,0.9459173,-2.9900067,-1.9844134,-0.5221719,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
59.18035,13.906778,-12.518256,5.7111626,-0.48692098,-1.2908939,2.6192896,-2.080417,-2.639766,-0.32196414,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
31.9828,2.8468332,-15.542292,7.682736,-0.6386192,0.4222919,1.245306,-1.3150349,-1.2553136,-1.225242,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
33.076263,-4.9855347,-14.741703,12.765388,-2.3390007,1.6735412,1.5659134,-1.995338,-2.618139,-0.76294583,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
37.670803,6.8244843,-13.78169,8.387975,-1.0394095,-0.15298122,1.3900431,-0.6352053,-1.3436071,-0.9696947,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
49.68546,12.155371,-14.1028595,9.797912,-1.9579402,-0.86052006,2.0205145,-1.3959966,-1.4087753,-0.34687287,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
33.469563,14.493797,-22.825432,2.4083462,1.0314413,-2.3977115,0.92102945,-1.023825,-0.6266568,-0.95590734,43.177512,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
63.981655,4.1146736,-11.488521,1.4663839,-3.8245056,0.49962738,0.84821314,-1.8076737,-0.7736369,0.17969054,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
94.90786,11.147483,5.011963,-7.8484287,-0.0055233813,1.7637793,1.014281,-4.391723,1.085066,1.140384,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
38.120186,12.450037,-6.752592,6.3282456,-3.4507616,-0.7590374,1.4273838,-2.4222224,-0.09142578,0.7349493,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
151.9046,26.153637,29.625507,-11.209858,-1.8543022,0.9851648,3.0351822,-3.7442036,2.3024745,2.8639512,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
75.70621,12.5455885,-1.056849,-2.1774135,0.2608038,1.1913168,1.7972597,-4.6823463,-0.4397205,0.9078757,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
55.559235,12.7191925,-10.565215,7.292949,-3.3687546,-1.2842581,2.5085635,-2.9056032,-0.7296808,0.17945781,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
48.51762,11.67402,-24.48375,9.108658,-0.038586434,-1.6854283,2.3467019,-3.3678505,-2.1952164,-0.83684665,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
99.62301,13.106744,0.6179951,-0.3102182,-3.8253615,0.023679644,2.1766486,-2.0553627,0.014722595,0.56579363,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
61.139713,10.217434,-19.372759,4.6137457,-1.7175924,-0.37550882,1.3929069,-2.4731007,-0.64150333,-0.55418116,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
31.701546,10.379536,-19.467524,8.591138,-1.5088669,-1.0463189,1.9380827,-3.0166202,-1.2238573,-0.33388808,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
21.276108,1.3104618,-21.559456,7.324429,0.79234844,-0.3164473,1.2786428,-4.028863,-1.9757699,-0.97478205,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
90.08545,10.626663,2.396271,-0.090256356,-4.9123263,1.1501414,1.8194351,-2.0550845,0.533318,0.73682326,43.178911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
14.518772,20.168007,-25.78848,1.3750609,3.8922453,-2.5182483,0.46322238,-2.137785,-1.4508268,-1.7317934,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
23.497288,19.40719,-21.154522,4.9692626,0.6644822,-2.4700828,1.7691792,-2.0987525,-1.2775004,-0.20471247,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
48.609413,9.082128,-19.520172,6.523757,-2.3601725,-0.3152831,1.6332744,-2.529647,-1.9102536,-0.26418093,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
29.94785,2.3652916,-18.637424,7.439602,-1.8125576,0.61468947,1.0778016,-2.838232,-1.7469475,-0.32829118,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
92.47133,8.332377,-0.7607737,9.247177,-4.3405824,2.0421984,2.3524935,-0.862626,-1.8622398,-0.90587956,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
109.096016,21.399834,12.456382,-0.14522325,-3.8660479,-1.1003315,4.096638,-2.2228332,0.4185011,1.5601937,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
27.6183,8.401688,-17.15037,2.4202478,0.05710405,-0.40337363,1.4642705,-2.2410228,-1.6500517,-0.30375412,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
21.52499,14.883004,-14.317671,7.023387,-0.7296657,-0.3495791,1.8181537,-2.160253,-1.5181506,0.33862513,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
15.553397,21.710768,-16.041456,2.3300166,-1.6626339,-0.9405904,0.920221,-2.139424,-1.9744955,1.3136607,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
33.149136,18.644333,-26.936434,5.3614054,1.4545436,-2.035595,2.0467591,-1.4217491,-2.238006,-0.757866,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
23.630745,22.610455,-17.480064,0.86287165,-0.08330829,-1.7640545,1.2632656,-2.620219,-1.7518404,0.92338574,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
47.000767,6.7210593,-15.645823,1.4216394,-0.36609778,1.3996204,1.0656687,-1.7632422,-1.7214915,-0.48956177,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
99.59015,16.603834,6.851776,-3.3788648,-2.0253952,0.6582753,2.099919,-1.7672958,-0.5037848,1.3489194,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
12.861996,11.90001,-23.04975,-1.2624295,4.331389,-0.996819,-0.0098130405,-1.9291178,-1.0172763,-1.917906,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
17.14998,11.952489,-20.996706,1.7989658,3.9684083,-0.4513589,-0.21759392,-1.2001404,-0.9690245,-0.82021207,43.176029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.748315,1231.36,84.95556,28.092094,1231.36,84.95556,28.092094,972.4386,34.319557,-99.0,-99.0,-99.0,-99.0
-22.557531,24.003885,-9.168017,-6.365897,5.5769563,2.6182923,-6.022393,0.16134614,1.3055753,1.9901215,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-4.921785,36.412212,16.385855,2.572125,0.25201344,1.8170693,-3.8927066,0.0058430224,-0.90436107,2.867436,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-2.9093475,32.215546,-2.4044333,0.9126826,5.4038377,2.9943721,-3.5580523,-1.7761573,-0.58661157,2.6860082,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-11.432816,27.580343,-2.2778306,-4.0443535,5.8638735,2.6776671,-4.053937,-0.6349554,-0.18811415,1.6258115,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-2.7899797,39.287197,8.833724,-10.215047,1.8103129,2.593073,-4.6703267,-0.026583008,-0.30109045,3.103736,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
16.08324,28.874739,-5.3882422,-5.703768,8.656597,2.5307865,-3.185103,0.13780561,-1.2466935,1.0291286,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
14.622174,33.17401,1.1461363,-1.5210509,4.887542,2.4673817,-3.5604002,0.5937834,-0.46506083,3.3521779,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
20.618034,34.072887,6.564632,-0.008430802,7.6475215,2.659108,-2.1133325,0.41566852,0.08087385,2.7152643,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-14.1841755,27.717947,-4.0084925,-3.708192,4.9785204,2.1388066,-4.1106424,-0.55821013,-0.9415103,2.1167457,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
14.148667,48.3057,10.560114,-5.2898355,2.6817315,1.2774242,-4.851024,-0.18487819,-0.8939788,2.6719959,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
46.137165,51.01148,12.248379,-2.8710382,6.9610333,0.39968735,-3.2007093,-0.75117475,0.32301843,3.3708613,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
87.04725,19.92439,5.4169536,0.39458323,10.951977,5.133199,0.3042974,2.0169768,-0.75188375,-0.442548,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
6.9656606,40.31786,17.071894,0.6196842,3.1091676,-1.4067737,-4.5405855,1.0765226,-0.8440615,1.0799245,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
13.801319,54.891808,25.07323,-7.4706683,0.58176774,-2.7087326,-4.6873765,1.489434,-0.4715407,-1.2902818,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
7.466671,37.71238,13.273772,-5.820223,4.715418,0.20770948,-4.656798,0.43664747,-0.23100173,1.2824982,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
11.860758,16.091825,-4.4766273,0.5415471,6.6037226,2.088546,-3.4066186,0.9808615,-0.052620023,0.13506317,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
4.0467815,36.391884,4.8824415,-4.1428456,4.1016226,-0.62617034,-5.8314795,0.12798549,-0.8031824,0.7851746,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-1.0885174,46.538986,1.7327118,-7.399773,2.0794978,-1.2397968,-5.659859,0.15040657,-0.15772377,0.9200869,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-1.0666066,27.382994,5.6670866,1.0360693,4.948551,-0.048152745,-3.9818292,1.3518384,-0.9876212,0.24453138,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
24.967701,-7.4738364,-16.68371,-3.197736,5.1324477,1.5141101,-0.84810495,-1.7619687,1.6609263,-2.1981995,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
25.262135,-23.86404,-3.0345376,1.5915313,-1.2105073,6.593887,-2.2018247,-2.610636,1.4707847,-0.33251643,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
22.213366,-13.098725,-12.896293,1.9324076,2.7920964,2.620051,-1.3228018,-2.302916,2.0201056,-2.0597696,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
34.387974,-9.355071,-19.543137,-2.2961414,5.623105,3.6694653,-0.443251,-3.0412068,0.8108504,-2.3202107,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
60.593826,5.6640472,-13.100303,-0.4970873,3.3448336,-0.54112434,2.2044652,-2.8181765,1.036858,-0.92704827,51.121617,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.016185,695.48,36.0,19.031664,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
