principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,carbon_area,carbon_mass,Jmax,latin_genus,latin_species,leaf_mass_per_area,nitrogen_area,nitrogen_mass,Rd,Vcmax,leaf_dry_matter_content,equivalent_water_thickness,latitude,longitude,dataset,Unnamed: 2016,species_name,chlorophyll_area,chlorophyll_mass,carotenoids_area,carotenoids_mass,phenolics_mass,phenolics_area,solubles_mass,hemicellulose_mass,cellulose_mass,lignin_mass,aluminum_mass,boron_mass,calcium_mass,copper_mass,iron_mass,potassium_mass,magnesium_mass,manganese_mass,sodium_mass,phosphorus_mass,zinc_mass,solubles_area,hemicellulose_area,cellulose_area,lignin_area,aluminum_area,calcium_area,copper_area,iron_area,potassium_area,magnesium_area,manganese_area,sodium_area,phosphorus_area,zinc_area,boron_area,bio_1,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
24.545414,-46.433372,-5.2355185,10.372003,-3.16412,1.2916651,-3.5733328,0.38009164,-2.5996132,1.1333869,1.96431056594831,450.7,,Juglans,cinerea,0.0043583549277752,0.135889148293105,31.179,,,315.732579705025,0.0076430182739206,45.496482,-73.5925547,CABO_fresh,648.0,,0.0658105259486677,15.099854656,0.0104195935098759,2.390717067,,,608.28950869359,119.156746835101,145.949276787402,121.231370189995,,,,,,,,,,,,2.6511415777287,0.519327394746432,0.636098749691606,0.528369339668511,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
36.11555,-47.811394,-4.070522,5.0047255,-8.438663,1.2212709,-2.2452297,2.1412795,-3.2044365,2.6208625,2.51165148439723,464.6,,Ostrya,virginiana,0.0054060514085174,0.107039817888646,19.8,,,452.047841121792,0.005213316892725,45.5098686,-73.5911168,CABO_fresh,649.0,,0.051365530693294,9.50148765,0.0089433035402837,1.654313447,,,630.746685827156,169.924302338719,116.752274797927,81.1035239679538,,,,,,,,,,,,3.40984900933364,0.918619513999582,0.631168799618955,0.438449819982689,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
4.860988,-46.40641,-6.908842,5.9841933,-3.8204315,-0.27534252,-1.5473554,-1.2391955,-2.2263181,0.24102831,1.78424785115414,453.9,,Acer,platanoides,0.0039309271891477,0.07946762405581,20.216,,,382.077569592537,0.0047993823901407,45.50928,-73.5902002,CABO_fresh,650.0,,0.0615863290337549,15.667125355,0.0085596004089515,2.177501642,,,,,150.873529707495,87.3622139729626,,,,,,,,,,,,,,0.593072860049875,0.343414502210458,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
32.28235,-48.178627,-13.11623,6.9739413,-6.2347,1.5479406,-2.946614,2.5209289,-3.7030497,0.81141645,1.93705356448729,457.6,,Ostrya,virginiana,0.0042330716007152,0.0966918215035372,22.842,,,430.264717502963,0.0047764043293857,45.5098017,-73.5896967,CABO_fresh,651.0,,0.0492665961376661,11.638498184,0.0070154984969097,1.657306835,,,524.359633280967,196.487717737209,129.008887739759,147.245442806821,,,,,,,,,,,,2.21965187220311,0.831746577842728,0.546103858931033,0.623300502280293,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
6.1577377,-46.387074,-7.326842,4.3683167,-3.498745,1.3232077,-1.2846572,-0.6558923,-2.6292224,0.22463712,1.65799535234304,456.7,,Acer,platanoides,0.0036303817655858,0.0914602078204032,25.193,,,357.046768561452,0.0052633187239169,45.5095386,-73.5903451,CABO_fresh,652.0,,0.0467853753530683,12.887177816,0.007254000935887,1.998137222,,,,,157.190285879708,126.192191242401,,,,,,,,,,,,,,0.570660747584914,0.458125830045729,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
14.736663,-43.656574,0.5524691,6.2364984,-3.8177764,3.7681718,-2.7537582,1.959816,-3.0732882,0.37182987,1.92649356933374,427.9,,Celtis,occidentalis,0.0045022051164611,0.117845218923372,26.175,,,353.273628380141,0.0068299511697829,45.5099383,-73.5901583,CABO_fresh,653.0,,0.0526941980472668,11.704086483,0.0076578044734455,1.700900842,,,603.981001603513,178.53419461248,122.030425251157,89.8640592341277,,,,,,,,,,,,2.71924635566469,0.803797564447586,0.549406004929692,0.404586427269861,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
19.90917,-21.411644,-5.9041243,8.8763485,2.6572957,-2.8525507,-0.357887,0.9634752,-2.0539918,-0.33890456,2.84901724155654,456.8,,Juglans,cinerea,0.0062369028930747,0.195246245067705,31.305,,,326.545597133697,0.0099106276185035,45.5092083,-73.5902183,CABO_fresh,654.0,,0.0760607759413187,12.195279812,0.0132033335982628,2.116969564,,,597.921263270374,120.05986257552,140.224015607657,136.351013973674,,,,,,,,,,,,3.7291768567219,0.748801704239416,0.87456356862195,0.850408033526079,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
4.12013,-39.638214,-6.1792135,2.499731,-1.947199,0.18203172,-0.3858057,-0.2890894,-2.6755836,0.06788096,1.95496699393263,465.4,,Acer,platanoides,0.004200616660792,0.112001042026699,26.663,,,370.793644400588,0.0062150875427904,45.503395,-73.5892667,CABO_fresh,655.0,,0.0535105097388089,12.738727206,0.0088057539199966,2.096300289,,,,,116.413513638323,72.5546071670423,,,,,,,,,,,,,,0.489008544930484,0.304774091683102,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
15.517292,-41.89636,-9.497093,9.224953,-1.4297816,-0.19460474,-2.1051579,1.2785779,-3.1811633,1.1341707,2.15265242363235,441.2,,Carya,ovata,0.0048790852756853,0.120064530464064,24.608,,,393.543440942651,0.0062939297784751,45.5030967,-73.59003,CABO_fresh,656.0,,0.0621418203929209,12.736366938,0.0075027744231891,1.537742015,,,555.875395600704,183.841489363323,165.831222410803,91.5474286580088,,,,,,,,,,,,2.71216345779114,0.896978303812647,0.809104675513442,0.446667711192141,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
3.9359014,-36.15425,-9.704043,5.336091,0.26274115,-0.05863402,-0.33156583,0.90429294,-3.024899,-1.3237039,2.27203738726101,460.9,,Acer,platanoides,0.0049295669066196,0.133635629271553,27.109,,,370.240489021153,0.0070923565582987,45.5018817,-73.5911167,CABO_fresh,657.0,,0.0718341822881759,14.572108189,0.0100120270371804,2.031015549,,,,,137.073752958917,91.7448428181685,,,,,,,,,,,,,,0.675714236352437,0.452262341009467,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
19.6629,-60.816433,-5.991814,10.577861,-7.6048837,5.6714215,-6.072167,0.83189327,-3.4999046,2.7188876,1.69880153058722,436.0,,Carya,ovata,0.0038963337857505,0.0997695229179273,25.606,,,362.442625008081,0.0061620443804882,45.50308,-73.589515,CABO_fresh,658.0,,0.0851167689934473,21.84534839,0.0093564045032003,2.401335465,,,508.095933006934,182.399312353459,199.075207894239,105.551565208531,,,,,,,,,,,,1.97971135017734,0.71068860322044,0.775663458423627,0.411264129660846,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
21.700005,-47.945305,-8.197302,7.4026737,-4.7554946,0.4607297,-2.0619771,0.4840957,-3.6388726,0.3519929,1.60679255492159,461.7,,Acer,platanoides,0.0034801658109629,0.0938635520874816,26.971,,,353.164973470983,0.0045428799268826,45.5025536,-73.5880088,CABO_fresh,659.0,,0.0599307724357425,17.220665822,0.0079675151509402,2.289406765,,,,,164.219187447276,98.8436121189938,,,,,,,,,,,,,,0.571510001658124,0.343992159528605,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
-1.2390566,-18.259806,-4.981373,8.21084,0.8863935,-3.5844617,1.3177631,-0.68373036,-1.8043852,1.0779933,3.6471824740093,471.4,,Quercus,macrocarpa,0.0077369165761758,0.229012730654806,29.6,,,412.203900215533,0.00960828605551,45.5038101,-73.5896391,CABO_fresh,660.0,,0.0722968083299763,9.344395486,0.0099640964919354,1.287864021,,,675.065962083081,128.36786580423,111.818498966125,80.3799145729482,,,,,,,,,,,,5.2229290320527,0.993171468789068,0.865130398174118,0.621892693451042,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
10.147752,-42.55394,-9.096018,5.3217587,-3.0904098,-0.6417528,-0.87406605,0.68951225,-2.9415975,-0.18861112,2.00436819304654,465.0,,Acer,platanoides,0.0043104692323581,0.111542012325732,25.877,,,378.387441317469,0.0058789158109488,45.5034383,-73.58906,CABO_fresh,661.0,,0.0592528263329705,13.746258966,0.0095745622933587,2.221234343,,,,,132.171974507675,93.9542162482609,,,,,,,,,,,,,,0.569723229495359,0.404986758388454,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
9.173526,-53.069336,0.6301295,10.165116,-3.6000056,3.3665822,-3.1110444,-0.110019155,-2.2995775,0.88845927,1.44682494724396,394.3,,Celtis,occidentalis,0.0036693506143646,0.130500454599877,35.565,,,314.473072421478,0.0065058293548048,45.5028533,-73.5913833,CABO_fresh,662.0,,0.0596312741138067,16.251179127,0.0072052577200981,1.963632936,,,528.07778066654,250.343713783363,125.87470751279,76.9977262011316,,,,,,,,,,,,1.93770252892107,0.918598859973301,0.461878435345021,0.2825316539408,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
-7.3540473,-32.61693,-7.8822966,3.9160106,-0.01300969,-2.199062,0.37862226,0.24839649,-2.36408,-0.39031115,2.8916135819809,467.1,,Acer,platanoides,0.0061905664354119,0.149149317128379,24.093,,,412.383784038888,0.0077289980003577,45.5034717,-73.5889167,CABO_fresh,663.0,,0.0762573682234682,12.318318367,0.0105053591366165,1.696994814,,,,,111.816564227347,69.2197269411015,,,,,,,,,,,,,,0.692207869428896,0.42850931826996,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
25.172655,-46.809647,-7.7850466,4.7148347,-7.3692956,-0.299401,-1.6406268,-0.15673666,-1.9958006,1.426227,1.78537259665058,458.3,,Acer,saccharum,0.0038956417120894,0.0764714468083151,19.63,,,423.497404153355,0.0045054622099564,45.5025157929117,-73.587596565485,CABO_fresh,664.0,,0.0453650987307038,11.645090099,0.0065283258241549,1.675802424,,,672.854543902458,111.729901298321,136.58525228628,73.9651733737211,,,,,,,,,,,,2.62120022739531,0.435259663985373,0.532087206062688,0.288141814636593,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
24.181307,-59.306488,-0.19704671,13.714065,-8.995239,3.954913,-5.816105,-0.3449833,-2.20757,3.21412,2.01827126394607,399.7,,Celtis,occidentalis,0.0050494652588092,0.17200498457608,34.064,,,348.683901843945,0.006464117303328,45.5028767,-73.5911941,CABO_fresh,665.0,,0.125998705913632,24.952881039,0.0152801869762162,3.026100031,,,647.874661665378,170.104397276961,112.282258098869,60.3621405128229,,,,,,,,,,,,3.27142059614215,0.85893624442071,0.566965361450895,0.304796531466864,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
11.966752,-45.616512,-3.6245956,12.226139,-1.6983234,0.75191,-1.9969637,-1.1527332,-1.1460993,0.14164403,2.16878204642121,394.1,,Celtis,occidentalis,0.0055031262279147,0.188707701481425,34.291,,,369.57050102427,0.006712256054266,45.5028709,-73.5912698,CABO_fresh,666.0,,0.135746697382046,24.667196746,0.0162008540343906,2.943936476,,,582.482348129285,218.391198447697,102.566994121031,69.6770159826512,,,,,,,,,,,,3.20547388728765,1.20183433212326,0.564439115465823,0.383441414136964,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
19.146475,-47.21055,-10.187907,5.1531725,-2.4974337,3.4192226,-2.6821609,1.4896431,-3.7805793,-1.0465069,1.37278898587654,458.9,,Aesculus,hippocastanum,0.0029914774152899,0.0718941767216626,24.033,,,259.291254863108,0.0068518709540722,45.5018617,-73.5910433,CABO_fresh,667.0,,0.0477529563136253,15.96300078,0.0067091670007452,2.242760372,,,354.092041881402,282.880614019308,173.597422229797,181.820534426546,,,,,,,,,,,,1.05925834622211,0.846230968062104,0.519312767952984,0.543912022372956,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
-12.37421,-32.850433,-5.605217,5.619002,1.4583427,-2.6730566,-1.0844021,-0.6212247,-1.2102383,-0.57971823,2.66173216878298,471.2,,Acer,platanoides,0.0056488373700827,0.1502590740442,26.6,,,402.301020031348,0.0073463461848685,45.5030311184543,-73.5889007896185,CABO_fresh,668.0,,0.0830330073977718,14.699132221,0.0116761800421782,2.067005877,,,,,104.55348895869,85.5153614481452,,,,,,,,,,,,,,0.59060565560238,0.483062369464414,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
19.377914,-35.933765,-12.219902,4.678632,-0.73456407,0.47732073,-1.9564338,2.1833434,-3.5447042,-1.2067944,2.65184218083505,464.8,,Aesculus,hippocastanum,0.0057053403202131,0.142787552193973,25.027,,,315.407209908231,0.0104484003854324,45.5020682,-73.5910055,CABO_fresh,669.0,,0.1012556866432,17.747527923,0.014133828763644,2.477298105,,,581.33485065583,125.853621785372,141.954091275527,145.835050588131,,,,,,,,,,,,3.31671316299177,0.718037742816934,0.809896400573474,0.832038594220782,,,,,,,,,,,,6.701667,1002.3778,35.146667,12.994188,1114.6613,40.904,255.0,352.0,373.0,406.0
6.1483636,-14.707263,-2.5988123,0.7956224,-1.8080033,-4.53297,1.0449566,2.2539213,-1.6566093,1.7999998,3.84028148335653,480.4,,Betula,alleghaniensis,0.007993924819643,0.141748274901911,17.732,,,401.972951471758,0.0105258827996456,45.9885546058178,-74.0056074410677,CABO_fresh,670.0,,0.0390812417822705,4.888867817,0.0065687969527199,0.821723634,,,696.206030025007,136.640269528479,94.363920908309,70.248640244341,,,,,,,,,,,,5.56541866300208,1.09229204194643,0.754338089427767,0.561562348795415,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
4.56747,-24.408842,-6.0205083,4.9913073,-0.49348044,-2.5071015,-0.10388377,1.0307025,-2.1734085,1.4124372,3.20157590321453,480.2,,Betula,alleghaniensis,0.0066671718101093,0.157465263811163,23.618,,,389.338390223346,0.0094036060025474,45.9887233,-74.0053067,CABO_fresh,671.0,,0.0590794215515245,8.861241803,0.0089580647413889,1.343607904,,,690.537795619632,142.262057889966,87.3071079201777,76.9986017515772,,,,,,,,,,,,4.60393412477028,0.948485582012132,0.582091488747586,0.513362907015955,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
5.073947,-14.694589,-9.553099,7.249786,-1.1126648,-5.5450325,0.4617396,1.7005153,-1.2443559,1.6862708,4.65341101426959,486.6,,Betula,alleghaniensis,0.0095631134695223,0.181268815814797,18.955,,,456.09756097561,0.010177888977482,45.9888649,-74.0052288,CABO_fresh,672.0,,0.0568723596227899,5.947054775,0.009318333033465,0.974403688,,,724.11917912162,115.055561099276,86.0479145603319,71.3581720278237,,,,,,,,,,,,6.92483387539746,1.10028938609194,0.822885970756222,0.682406296079776,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
0.95529234,-11.543243,-4.5442905,6.059831,-1.2769718,-5.551819,0.6657606,1.8075838,-0.88558793,2.0036902,4.72695478101962,479.6,,Betula,alleghaniensis,0.0098560358236439,0.172766451952654,17.529,,,446.108918705604,0.0108876395873585,45.9890205049388,-74.0047089010477,CABO_fresh,673.0,,0.0510569728716757,5.180274685,0.0092864320855983,0.942207623,,,710.767169155787,115.15521648085,82.7033646419568,89.0832562134685,,,,,,,,,,,,7.0053466814694,1.13497393891473,0.815127324647011,0.878007764526794,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
6.3701086,-25.166515,-9.263838,4.448745,-1.4033446,-3.777505,0.052877653,0.8740503,-1.820023,1.53713,3.49510399328623,477.3,,Betula,alleghaniensis,0.0073226565960323,0.153812401799659,21.005,,,428.073044426274,0.0083054759074061,45.9871935,-74.0056983,CABO_fresh,674.0,,0.0696914053219552,9.517229766,0.0116087837800023,1.585324073,,,715.089402289222,123.499925393049,84.2779957374117,74.4193916210982,,,,,,,,,,,,5.23635412842599,0.904347543288912,0.617138821386942,0.544947648926948,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-0.06733093,-20.971937,-9.87571,7.1713443,0.75804794,-4.9111595,0.5041856,0.41948995,-1.0900325,0.6314938,3.90103867910483,474.1,,Betula,alleghaniensis,0.0082283034783902,0.198680615789212,24.146,,,434.950819672131,0.0092835640682114,45.9871909,-74.0054105,CABO_fresh,675.0,,0.0840791917590951,10.218290074,0.0130027492784436,1.580246683,,,612.879849101785,182.686887117376,88.9174657546518,112.653756077054,,,,,,,,,,,,5.04296139419953,1.5032031487242,0.73163989275865,0.926949292982556,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-52.333645,-26.143564,-1.0452935,0.04915103,2.534927,-0.6242746,-0.86896175,-1.5630662,-0.063881025,-0.07974715,4.94078875938048,495.9,,Larix,laricina,0.0099632763851189,0.264564841130448,26.554,,,362.790697674419,0.0130288998882325,45.9863984,-74.0059284,CABO_fresh,676.0,,0.0937332365338015,9.407872763,0.0141705789892384,1.422281029,,,767.16343503131,67.8319197482771,107.161308559833,55.2863141181527,,,,,,,,,,,,7.64346133577417,0.675828164185292,1.06767773497262,0.550832827873658,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-61.81936,-25.253632,-2.4284484,-0.050054632,2.6563592,-0.658391,-0.5981748,-1.9460146,1.0860827,-0.92527795,5.2984672765658,497.3,,Larix,laricina,0.0106544686840253,0.277399746657284,26.036,,,365.700483091787,0.014679802955665,45.9863613330241,-74.0059614926577,CABO_fresh,677.0,,0.101401564391372,9.517280251,0.0138603497266714,1.30089544,,,770.432187145783,74.9467836931787,97.9464725315349,54.2106302992055,,,,,,,,,,,,8.2085456111099,0.798518159827393,1.04356762429799,0.57758546286416,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-51.987785,-26.835356,-1.8709593,-0.676732,1.7573175,-2.8546524,-1.2189547,-2.1261988,0.4123625,0.16752942,4.99674216222247,500.4,,Larix,laricina,0.0099854959277027,0.284776358362156,28.519,,,359.437751004016,0.0132210197478523,45.9863097,-74.0059399,CABO_fresh,678.0,,0.0824847875640411,8.260459787,0.0113428506709807,1.135932632,,,765.236394389391,67.9239591315464,107.994523584533,55.6808039081829,,,,,,,,,,,,7.64126489990522,0.678254417301506,1.07837887546756,0.556000440676378,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-58.6905,-23.87352,2.830179,-1.4837984,3.0054326,-0.92358476,-0.36797127,-1.2313926,0.26932982,0.44290084,5.51361878453039,496.5,,Larix,laricina,0.0111049723756906,0.232171657458564,20.907,,,377.464788732394,0.0172099447513812,45.9891584,-74.0041514,CABO_fresh,679.0,,0.0732309041159669,6.594424699,0.0093041976954696,0.837840688,,,762.913003773443,72.4982666070427,106.076818568454,55.3701029647869,,,,,,,,,,,,8.47212783195922,0.805091247956662,1.17798013990382,0.614883463863103,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
14.458721,-23.666613,2.742219,5.508104,-5.0350685,-3.8122804,0.46645734,-1.1483601,-0.4689061,1.6694157,3.65962617780182,503.6,,Alnus,incana,0.0072669304563181,0.185168654957443,25.481,,,437.873070325901,0.008457969199237,45.9891058,-74.00407,CABO_fresh,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-72.77022,-5.323036,4.3769364,3.5028179,-3.6102912,-0.5814973,-2.730282,-1.9276072,1.9380107,-0.18248309,12.04307259426,493.1,,Picea,rubens,0.0244231851435003,0.287656274620146,11.778,,,417.307692307692,0.029037703995498,45.9891539,-74.0035279,CABO_fresh,681.0,,0.0984204124745075,4.029794308,0.011753665568036,0.481250316,,,629.355192506741,111.107495727408,162.911070764064,91.7871550830079,,,,,,,,,,,,15.3708583876154,2.71359893898115,3.97880724319661,2.24173468238747,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-96.67843,-17.939114,18.1853,0.45806748,0.12291277,-0.46396476,-0.6758929,-3.2184877,3.747988,-1.3631005,17.8488386549873,487.4,,Picea,rubens,0.0366205142695677,0.365838937552981,9.99,,,492.77566539924,0.033455778468494,45.9889339,-74.0062862,CABO_fresh,682.0,,0.0805643922079684,2.199979815,0.0116804314050297,0.318958694,,,661.34249763833,97.9478697639329,148.373722881932,88.5954234687621,,,,,,,,,,,,24.218702371836,3.58690136236386,5.43352203602666,3.24440996935619,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
18.349794,-5.5673013,-10.505862,10.585165,-0.63829887,-6.673539,-0.5662921,1.4403332,-1.770289,0.95524585,3.89563512391378,489.8,,Populus,balsamifera,0.0079535220986398,0.172122171736664,21.641,,,389.601833285592,0.010355776990281,45.9863946462614,-74.0054689720273,CABO_fresh,683.0,,0.0788104907398173,9.908879332,0.0112746688811597,1.417569316,,,743.759817075107,92.1508755493199,76.7466703142522,84.5841623625815,,,,,,,,,,,,5.91551014118717,0.732924025090523,0.610406338341429,0.67274200454573,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
3.2919521,6.1079593,-9.934389,12.32554,2.7639997,-6.2027955,0.13814063,1.66693,-1.416925,0.011423123,4.92592491467577,487.6,,Populus,balsamifera,0.0101023890784983,0.240224709897611,23.779,,,355.603370987986,0.0141857266568183,45.9870367,-74.0055817,CABO_fresh,684.0,,0.126972962695427,12.568607456,0.0209470065419795,2.07347058,,,777.430886151209,76.521148894414,79.5459285501303,64.1565320322689,,,,,,,,,,,,7.85390929354123,0.77304641886507,0.803603919823842,0.648134248517119,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-2.4201212,-4.3756227,-6.8604093,8.898336,0.43414477,-5.569976,-0.25532395,1.7902586,-1.7508141,1.3710407,4.85414575746993,495.6,,Populus,balsamifera,0.0097944829650321,0.201345186312166,20.557,,,385.908018867925,0.0109467750785654,45.989146,-74.004212,CABO_fresh,685.0,,0.0878656996858106,8.970938027,0.0146525770157081,1.496003114,,,777.903410624088,67.7798498747499,78.9922953951965,73.4026192238599,,,,,,,,,,,,7.61916170379804,0.663868584970674,0.773688691617039,0.718940703576837,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-30.285402,-13.605155,20.398632,-2.2957618,-5.7853665,-7.79956,-0.2520297,0.8738144,2.163757,0.13750887,11.5589761560143,503.6,,Pinus,strobus,0.0229526929229832,0.234278136664889,10.207,,,481.309904153355,0.0216881237144816,45.9889742,-74.0049551,CABO_fresh,686.0,,0.0460178949659404,2.004901783,0.0091574903163175,0.398972371,,,657.791480313422,108.603607212962,146.76325679237,82.1803231857634,,,,,,,,,,,,15.0980858549885,2.49274524668739,3.36861196553219,1.88625972239434,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-17.119232,-18.238855,9.101054,5.316158,-2.7799432,-5.190924,-2.4013987,-0.41964346,1.165315,0.23291814,10.417709297557,502.6,,Pinus,strobus,0.0207276348936669,0.280403444841526,13.528,,,488.674033149171,0.0186419825414494,45.989196,-74.0053125,CABO_fresh,687.0,,0.0752230722518133,3.629119899,0.0131708789590486,0.63542604,,,666.032626346905,103.066793740887,144.148793947051,82.2808216069173,,,,,,,,,,,,13.8052811061887,2.13633087032198,2.98786357129689,1.70548682901912,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-48.09997,-24.365772,15.288738,0.49267456,-2.9630716,-4.4885106,-1.1335728,-1.9147933,1.4591618,0.1023509,10.6076382713854,502.5,,Pinus,strobus,0.0211097279032545,0.24459841721501,11.587,,,502.966101694915,0.0192601813978303,45.9892833,-74.0062632,CABO_fresh,688.0,,0.0711651728647519,3.371202755,0.0122630519665125,0.580919471,,,657.515217507181,112.059687861537,130.559050560199,95.4197531548046,,,,,,,,,,,,13.8799673338258,2.36554951968067,2.75606603263304,2.01428502569363,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-41.551327,-25.437656,10.35745,2.9030695,-1.2982471,-3.2640283,-2.8285842,-1.1037532,1.2440803,0.17645295,9.86398598676529,505.8,,Pinus,strobus,0.0195017516543402,0.259256286492799,13.294,,,491.176470588235,0.0186453873102375,45.9886115,-74.006295,CABO_fresh,689.0,,0.0732521877593228,3.756185037,0.0116154964180615,0.59561298,,,631.070487337014,117.347570692085,143.288281436059,103.948205420245,,,,,,,,,,,,12.3069799204299,2.28848318087717,2.79437247954323,2.02717208701996,,,,,,,,,,,,4.5202594,1097.7422,39.555557,13.416389,1156.9877,42.781334,123.0,197.0,497.0,320.0
-3.7326543,-37.60076,2.4127982,-2.8539371,-4.7525334,-0.4966734,-0.97113585,0.93022734,-1.0582811,1.2170782,1.61119013766819,469.9,,Acer,spicatum,0.0034287936532628,0.0549635622618028,16.03,,,339.734895191122,0.0056681963132923,45.9947731,-73.9940392,CABO_fresh,690.0,,0.0255033331621918,7.437990075,0.004242816491169,1.23740794,,,843.067660519283,60.6954574109562,62.8308545680713,31.9158137430573,,,,,,,,,,,,2.89070504365964,0.20811219915257,0.215434035372082,0.109432739600913,,,,,,,,,,,,4.666574,1063.4177,39.773335,13.838842,1141.0372,42.304,159.0,215.0,432.0,259.0
