principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,carbon_area,carbon_mass,Jmax,latin_genus,latin_species,leaf_mass_per_area,nitrogen_area,nitrogen_mass,Rd,Vcmax,leaf_dry_matter_content,equivalent_water_thickness,latitude,longitude,dataset,Unnamed: 2016,species_name,chlorophyll_area,chlorophyll_mass,carotenoids_area,carotenoids_mass,phenolics_mass,phenolics_area,solubles_mass,hemicellulose_mass,cellulose_mass,lignin_mass,aluminum_mass,boron_mass,calcium_mass,copper_mass,iron_mass,potassium_mass,magnesium_mass,manganese_mass,sodium_mass,phosphorus_mass,zinc_mass,solubles_area,hemicellulose_area,cellulose_area,lignin_area,aluminum_area,calcium_area,copper_area,iron_area,potassium_area,magnesium_area,manganese_area,sodium_area,phosphorus_area,zinc_area,boron_area,bio_1,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
-17.66984,46.28435,-2.763065,9.317621,-1.0702282,-0.7140768,-4.082281,-1.8731037,-1.1719723,-0.4485555,,,,Hieracium,umbellatum,0.007914,,,,,222.8,0.0276,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-12.296002,26.756208,-5.238123,6.0056677,7.3799715,1.2194488,-3.7913864,-2.030605,-0.7993395,1.1462319,,,,Hieracium,umbellatum,0.004885,,,,,173.4,0.023284,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-5.659838,17.745249,4.6712008,-0.8086471,6.267456,-0.48582065,-4.057447,-0.38636836,2.4316728,-0.77778727,,,,Hieracium,umbellatum,0.005681,,,,,204.0,0.022169,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
0.82202214,32.251656,-10.6892605,5.6095395,7.378941,-0.9878143,-4.6895566,-2.1510806,0.5551588,-0.70780903,,,,Hieracium,umbellatum,0.006206,,,,,208.7,0.02353,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-24.83773,44.560013,-1.5319742,9.20191,-2.2032845,1.3220439,-4.613023,-2.5204256,-1.8334154,1.3869983,,,,Hieracium,umbellatum,0.007507,,,,,195.1,0.030962,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
25.666235,58.104477,9.596512,7.733287,0.4767475,-1.7995151,-3.6571515,-1.3793856,-1.0226071,-0.5047562,,,,Hieracium,umbellatum,0.006636,,,,,208.3,0.025226,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-13.8154,43.57019,0.46227944,2.676463,-1.6782136,-0.18915325,-3.9372087,0.01406907,0.23603511,0.9626742,,,,Hieracium,umbellatum,0.007918,,,,,205.6,0.0306,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-21.408146,51.478455,7.423097,7.1770415,-6.5265884,1.1553328,-3.7494905,0.4599399,-0.91620785,-0.8023869,,,,Hieracium,umbellatum,0.007916,,,,,176.7,0.036884,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-24.826004,23.286871,-0.43400466,3.4789357,1.8666735,1.6088353,-4.2092233,-0.91232944,-0.61989725,0.7430671,,,,Hieracium,umbellatum,0.006367,,,,,202.5,0.025081,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-14.800732,42.05726,-11.033259,8.762182,2.216329,-0.971721,-4.4826593,-1.4751759,-0.39456794,-0.40898314,,,,Hieracium,umbellatum,0.007221,,,,,209.6,0.027229,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
2.8953266,44.217842,-3.272143,10.955698,1.468578,0.5711322,-3.6141992,-1.4830594,-1.5800481,0.46989605,,,,Hieracium,umbellatum,0.007009,,,,,192.2,0.029459,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
33.646038,42.16838,-1.4307142,6.7862277,5.7078543,-0.8611951,-5.2772255,-2.276393,0.30043757,-0.22502895,,,,Hieracium,umbellatum,0.006818,,,,,225.5,0.02342,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-11.159827,19.593763,-1.9687436,1.0116329,5.1328444,1.4105833,-4.5437675,-1.5198287,-0.038360212,1.1052198,,,,Jacobaea,vulgaris,0.004272,,,,,149.4,0.024327,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-36.459526,25.451984,-7.4268003,2.6281264,2.6292136,0.6830075,-5.152707,-1.9145235,-0.47020313,0.07325261,,,,Jacobaea,vulgaris,0.005167,,,,,158.0,0.027538,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
0.49901465,24.127306,6.563449,3.1858191,5.9091253,-0.15583448,-4.903274,-1.5225146,-0.62998205,-1.569723,,,,Jacobaea,vulgaris,0.005341,,,,,159.7,0.028107,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
55.769955,21.220243,-1.0072135,-0.2504356,8.578692,2.1414032,-3.0850043,0.6388551,0.6289584,-0.3723588,,,,Jacobaea,vulgaris,0.003496,,,,,148.2,0.020101,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-6.6616187,37.00138,14.568049,-6.666464,-0.9282548,-0.63512677,-2.4076815,1.4553213,-0.15388188,1.4504529,,,,Jacobaea,vulgaris,0.004864,,,,,153.4,0.026845,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-6.0874553,24.778069,9.154252,-2.9516268,1.9426957,0.45579973,-4.182873,-0.8918825,0.46767005,1.9261664,,,,Jacobaea,vulgaris,0.004938,,,,,162.1,0.02552,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-10.099884,37.605724,5.014053,-3.151579,-0.18753856,-1.1070865,-3.954989,1.2094266,0.057916492,1.1814547,,,,Jacobaea,vulgaris,0.005223,,,,,143.2,0.031261,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
11.636678,26.57508,4.72368,-2.8970618,3.9677024,0.026688825,-3.1238298,1.1734263,-0.51852465,0.7089599,,,,Jacobaea,vulgaris,0.004483,,,,,153.2,0.024772,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
23.31292,16.999975,2.9609792,-1.567981,6.893314,1.9272283,-3.1360598,-0.85448515,0.5413963,0.028822301,,,,Jacobaea,vulgaris,0.003863,,,,,170.7,0.018775,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
30.861341,-5.9722333,6.7181215,-7.495459,-2.9093204,0.88228416,1.7205292,-0.806553,1.5113744,-0.68529314,,,,Rubus,caesius,0.006571,,,,,383.6,0.010558,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
19.759176,-13.561237,-0.10335695,-9.144444,-3.6467152,-0.69822294,-0.21741392,-0.7869474,3.9891255,-1.0462154,,,,Rubus,caesius,0.007186,,,,,395.5,0.010982,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
19.765524,-15.751148,-11.2477665,-3.4557455,-0.2570328,1.9508054,-0.008058602,-2.322284,1.9067715,-1.5703963,,,,Rubus,caesius,0.005864,,,,,355.0,0.010656,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
16.979366,-5.1946735,-5.106898,-7.457501,-2.5739827,-1.0652146,1.4302776,-1.8744984,1.8986939,-0.37815523,,,,Rubus,caesius,0.007484,,,,,409.6,0.010789,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
26.87908,-0.5752908,4.0271764,-11.438962,-3.8497899,-2.204274,2.0206144,-0.1199389,2.6792688,-1.320199,,,,Rubus,caesius,0.007618,,,,,403.4,0.011267,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
41.51357,0.93272454,1.9814429,-12.66297,-4.7174015,-1.8466431,1.4919269,0.03993919,2.8573027,-0.5964006,,,,Rubus,caesius,0.007504,,,,,408.0,0.010887,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
14.852613,-36.373585,4.071729,-10.336566,-10.002984,6.571226,-2.1956315,-2.985139,0.9802502,0.48603812,,,,Rubus,caesius,0.00512,,,,,402.4,0.007603,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
27.620369,-6.5606265,5.748301,-10.292649,-4.3601227,-0.69012696,1.1177863,-0.24181966,3.222076,-0.8408615,,,,Rubus,caesius,0.006697,,,,,395.8,0.010224,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-5.4722366,-17.409628,8.554922,-14.206078,-3.8601959,1.4708714,0.7015454,-1.4095023,2.3734443,-1.09942,,,,Rubus,caesius,0.007534,,,,,400.2,0.011294,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
41.032475,-27.419756,-4.719268,-1.3630219,-4.930287,6.17796,-1.3819764,-4.1045694,1.4840822,-0.25232956,,,,Rubus,caesius,0.004613,,,,,369.7,0.007866,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
40.979225,-6.5541434,17.75699,-13.48311,-6.1583643,0.42098236,2.6652246,-0.14685304,2.3738487,-1.1481973,,,,Rubus,caesius,0.006652,,,,,382.5,0.010741,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
43.128544,-12.198207,-8.811986,-6.8005514,-5.055193,1.0285435,0.5011908,-1.8027619,2.344657,-1.5426705,,,,Rubus,caesius,0.006062,,,,,384.2,0.009715,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
35.274464,-15.438282,10.230901,-13.61483,-5.966024,2.2279081,0.87790906,-0.10563043,2.619961,-1.8424217,,,,Rubus,caesius,0.005065,,,,,364.3,0.008841,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
31.284477,-18.686874,-5.105227,-4.397716,-4.069112,2.1832976,-0.6730925,-1.2014651,1.4135572,-1.6486304,,,,Rubus,caesius,0.00601,,,,,400.3,0.009005,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
29.79978,4.124301,2.4657354,-10.933916,-4.3224688,-1.1266676,1.5465689,-1.5740416,1.749211,0.8184592,,,,Rubus,caesius,0.008017,,,,,394.4,0.012313,51.12387,2.644894,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
10.386069,31.45409,1.9796512,1.9934216,4.232244,1.2784449,-4.4960203,0.62613547,-0.79806536,1.7204801,,,,Hieracium,umbellatum,0.005442,,,,,196.1,0.022305,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
6.321167,36.577408,-2.1961858,6.1958776,4.2222676,-1.1538471,-4.429833,-1.8148441,-0.35021088,0.12936477,,,,Hieracium,umbellatum,0.006708,,,,,223.0,0.023379,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-5.251007,39.101128,1.5259405,7.9492683,4.7322335,-0.6880155,-3.7300308,-2.2173727,0.03802196,0.8923013,,,,Hieracium,umbellatum,0.006788,,,,,210.6,0.02544,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-13.000218,43.20641,-8.698266,7.108379,-1.1080334,0.80730695,-3.7528694,-0.93399805,-1.216787,3.9067607,,,,Hieracium,umbellatum,0.008549,,,,,219.2,0.030449,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-13.913663,48.76453,-3.5166454,7.301082,0.8138018,-0.64817965,-3.850097,-2.049795,-1.3290327,-0.18428151,,,,Hieracium,umbellatum,0.008111,,,,,209.1,0.030676,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
28.753479,25.269318,-2.4755397,2.3271258,9.017253,-0.3076045,-3.9640481,-0.39538386,0.25604352,-1.0566223,,,,Hieracium,umbellatum,0.005663,,,,,231.1,0.018844,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
28.864904,49.54893,-7.6952267,7.716647,4.8947697,-2.00748,-2.4083455,-0.98586774,-1.3426474,-0.0027450665,,,,Hieracium,umbellatum,0.007127,,,,,221.2,0.025096,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
17.56073,33.9421,-9.494913,3.8420632,4.8042803,-2.7597759,-4.7034044,1.4306309,-0.12914415,-0.2691783,,,,Hieracium,umbellatum,0.005907,,,,,220.3,0.02091,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
53.190918,38.1606,3.8298895,-0.00051326456,2.8135195,-2.5196295,-2.0822616,2.4014757,-1.3088708,-0.82368416,,,,Hieracium,umbellatum,0.006738,,,,,235.7,0.021854,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
53.142513,39.182674,5.5167074,6.336413,6.3609276,-3.6794798,-3.0674906,-0.12048268,-0.84772944,-3.2939417,,,,Hieracium,umbellatum,0.006722,,,,,251.4,0.020019,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-8.883978,42.776775,5.686708,-0.36794004,0.2453959,-1.5510821,-2.859131,-0.9503451,-1.2181193,1.1032195,,,,Hieracium,umbellatum,0.007298,,,,,216.9,0.026343,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
26.575459,33.558815,-3.2726717,5.8302774,5.934804,-0.25282136,-3.9219272,-0.4417113,-1.9099607,0.11443249,,,,Hieracium,umbellatum,0.005993,,,,,213.8,0.022037,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
10.888973,49.875954,-6.0003166,9.470298,0.82032067,-1.6225929,-3.7625265,-1.463827,-1.1008976,-0.92755467,,,,Hieracium,umbellatum,0.008256,,,,,231.8,0.027353,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-16.759092,22.171736,2.113121,2.673731,4.86039,-1.6209271,-4.411507,0.10856625,2.3469424,-0.5691613,,,,Hieracium,umbellatum,0.00694,,,,,223.8,0.024076,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-18.001686,41.545597,-0.9017679,1.2481257,-1.5114279,-0.9974158,-3.0922742,-1.4554645,-0.27172172,1.3075556,,,,Hieracium,umbellatum,0.008772,,,,,249.3,0.026409,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-17.756952,10.406325,-1.6968943,-6.1916676,5.120398,1.7862751,-2.2475653,-0.05765595,-1.5035763,-0.18955234,,,,Jacobaea,vulgaris,0.004453,,,,,171.4,0.021528,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-14.830643,25.404976,3.2422287,-0.90297675,3.489526,1.3548863,-4.0571632,-1.9863818,-0.75905204,1.4297373,,,,Jacobaea,vulgaris,0.004667,,,,,154.0,0.02563,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-12.775056,9.3507805,-0.34110385,-4.1478386,7.1724377,2.3809733,-2.0683916,-1.4430343,-2.5015569,-0.16360945,,,,Jacobaea,vulgaris,0.004296,,,,,173.2,0.020507,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
14.964499,28.744925,12.989681,-0.8475059,3.7324677,-0.43836337,-3.332217,1.1130704,-0.84101135,0.53269917,,,,Jacobaea,vulgaris,0.004377,,,,,151.5,0.024518,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
0.9344696,17.405466,1.9442444,-5.730718,5.8203106,2.2462077,-2.009139,0.3140094,-0.7080171,1.0494283,,,,Jacobaea,vulgaris,0.003415,,,,,141.9,0.020642,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
37.75083,22.178492,-2.2230277,-3.053302,7.4778743,1.9488589,-1.9136633,0.16212682,-1.3407063,0.20331901,,,,Jacobaea,vulgaris,0.003854,,,,,172.0,0.018555,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
20.445156,19.659616,11.622193,0.950043,4.9826674,-0.2394168,-4.3995113,0.42367452,0.36670417,-0.9679382,,,,Jacobaea,vulgaris,0.004759,,,,,175.4,0.022378,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-0.12559779,26.209433,13.305573,-4.5740247,3.0413918,-1.6508191,-3.9133,1.3612508,0.57268804,-1.0079505,,,,Jacobaea,vulgaris,0.005621,,,,,170.2,0.027412,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
38.324883,20.816042,4.789857,-3.4832609,6.7869353,2.263965,-2.260427,1.7742066,0.15081383,0.023491852,,,,Jacobaea,vulgaris,0.003241,,,,,134.9,0.020785,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
26.149857,-5.5169444,12.322057,-12.463865,-3.3751307,1.6641988,1.3168731,-2.430169,1.563475,-0.7754982,,,,Rubus,caesius,0.006187,,,,,358.2,0.011086,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
5.1472206,-7.5289016,4.1992135,-8.79078,-1.3041893,0.72460985,1.4966862,-1.2896123,1.5545933,-0.8229825,,,,Rubus,caesius,0.006472,,,,,359.4,0.011537,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
20.164558,-0.51124823,-3.3453104,-8.758434,-1.1333938,-2.1779227,0.8098162,-2.0859098,3.3018942,-0.39307058,,,,Rubus,caesius,0.008992,,,,,445.2,0.011205,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
15.417632,-2.9185486,-7.470313,-5.444288,-3.4616952,-1.2667774,0.79658216,-1.4499321,1.7405342,-0.19830456,,,,Rubus,caesius,0.008121,,,,,425.6,0.010959,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
19.996735,-9.222769,0.7293385,-8.738892,-0.8173666,1.6381515,0.34407198,-1.9555475,0.61735374,-1.9694549,,,,Rubus,caesius,0.006312,,,,,383.4,0.01015,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
-20.01206,-5.9986024,-5.5528393,-10.487883,0.08005662,-0.8787853,0.013908898,0.81981057,2.5087266,-1.2956841,,,,Rubus,caesius,0.006418,,,,,326.4,0.013242,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
23.815485,-3.8030424,-2.212019,-7.7498426,0.6525753,-1.0707159,-0.3062771,-1.3300886,2.4250317,-2.1958647,,,,Rubus,caesius,0.006588,,,,,382.9,0.010619,51.112769,2.64555,Grass_Belg_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.016185,695.48,36.0,19.031664,493.3103,20.62489,260.0,280.0,389.0,261.0
