0,1,2,3,4,5,6,7,8,9,carbon_area,carbon_mass,Jmax,latin_genus,latin_species,leaf_mass_per_area,nitrogen_area,nitrogen_mass,Rd,Vcmax,leaf_dry_matter_content,equivalent_water_thickness,latitude,longitude,dataset,Unnamed: 2016,species_name,chlorophyll_area,chlorophyll_mass,carotenoids_area,carotenoids_mass,phenolics_mass,phenolics_area,solubles_mass,hemicellulose_mass,cellulose_mass,lignin_mass,aluminum_mass,boron_mass,calcium_mass,copper_mass,iron_mass,potassium_mass,magnesium_mass,manganese_mass,sodium_mass,phosphorus_mass,zinc_mass,solubles_area,hemicellulose_area,cellulose_area,lignin_area,aluminum_area,calcium_area,copper_area,iron_area,potassium_area,magnesium_area,manganese_area,sodium_area,phosphorus_area,zinc_area,boron_area,bio_1,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
0.0020655633,-0.0024861463,-0.00064465404,0.001459101,-0.0020558345,0.0012242221,0.5667833,-0.0012814323,-0.8153289,-0.000120332465,5.942,502.8,,Terminalia,amazonia,0.011818,0.234,19.8,,,,,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.0002082052,0.0044479407,0.00023105694,-0.00021611038,0.0014565402,-0.00038821064,0.7117733,-0.00224326,1.0320076,0.00036203396,5.913,495.7,,Vochysia,ferruginea,0.011928,0.196,16.4,0.973893803,126.4837329,,,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
0.00030558748,0.0038903756,0.0013494804,0.00042962842,-0.0005122113,0.0015239068,-0.077539995,-0.00051115267,0.9089811,-0.0021045592,6.48,528.0,135.6415459,Miconia,borealis,0.012273,0.205,16.7,0.346368861,92.89899867,,,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-2.5931513e-07,0.003996116,0.00026998995,-0.00033602794,0.00048974925,9.5546246e-05,0.59277844,-0.0016392651,0.9515149,6.123725e-05,5.633,462.3,133.7397728,Vochysia,ferruginea,0.012185,0.196,16.1,0.793740221,94.17472984,403.8,0.0179908296186231,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.00051084266,0.0024568983,-0.00011853641,-0.0002520173,-0.0023210188,0.0018043364,-0.43146026,0.0013548092,0.6912301,-0.0015825795,4.755,501.5,135.844022,Miconia,borealis,0.009482,0.231,24.4,-0.021626908,100.9763938,454.7,0.0113713098746426,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
0.002853378,-0.0046002013,-0.00512619,-0.0012477397,-0.0005652539,-0.0046123806,0.15132445,-0.0033261646,-2.0801759,0.008945494,3.981,451.9,63.72246789,Guatteria,dumetorum,0.008811,0.141,16.0,0.869006762,36.90361066,420.8,0.0121276882129278,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.0026704932,-6.035203e-05,-0.0046588858,-0.0012739615,-0.003921154,0.0011917879,-1.1501608,0.00470601,0.55254805,-0.0005004599,4.786,436.8,62.84366609,Guatteria,dumetorum,0.010956,0.202,18.4,0.690573818,38.24771888,482.8,0.0117366263463132,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
0.006263154,-0.00071592885,-0.0066451826,0.001184888,-0.005056466,-0.0012251753,1.6735425,-0.0053097215,-1.0089676,0.0057647135,6.125,491.6,97.60864091,Terminalia,amazonia,0.012459,0.182,14.6,0.457442022,51.49021937,500.0,0.012459,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
-0.0022541455,-0.0037484802,0.0002804934,-0.0017519094,0.0010438951,-0.00055813836,-1.1771036,0.0048969393,-0.199893,-0.0012393305,3.508,487.0,95.04311989,Miconia,borealis,0.007204,0.138,19.1,1.001823495,60.57165378,389.9,0.0112725324442165,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
0.0030799287,-0.0055395192,-0.009666216,0.0029022943,-0.006380484,0.0001830603,1.2176327,-0.00086445874,-1.7279043,0.0037156,5.752,477.9,98.87485661,Vochysia,ferruginea,0.012037,0.178,14.8,1.439670297,49.85403682,453.1,0.0145288794967998,9.28,-79.97,PA_SLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.630093,2345.3645,349.6089,63.548874,55.123344,7.3737774,368.0,370.0,319.0,615.0
