principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,Unnamed: 0,Species,dataset,numSamples,LandCover,Tool,Sensor,Site,Year,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn _area_mg_cm2,Zn_mass_mg_g,Latitude,Longitude,bio_1,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
-37.1569,-29.987066,-7.6615477,-0.8917021,-0.35434774,-2.5788434,0.13984776,-0.19100977,2.2477148,-0.41136387,4422,Melinis minutiflora,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.31022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38768453,-155.2469609,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
23.756657,-1.7339776,-8.372111,0.035146914,0.46247277,-0.470093,-0.21589981,0.225723,1.7134814,-0.58496535,4423,Psidium cattleianum,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.31022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38768453,-155.2469609,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-7.1759615,8.066421,-8.740196,-2.3508928,-0.20687804,0.053315163,0.042554487,0.7827129,2.6730494,-0.67623544,4424,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.31022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38768453,-155.2469609,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-55.983593,-60.862892,-2.8017154,4.0253024,-1.9779631,-1.3371,1.4426932,-1.6526905,-0.37433705,0.41198885,4425,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.78534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38783787,-155.2470367,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-40.52164,-32.840816,0.87660646,-2.5568266,-0.23030101,1.2371447,-0.8939055,-2.1267705,1.6613785,-0.0903879,4426,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.78534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38783787,-155.2470367,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-36.416817,-37.197865,10.507164,-3.1653094,0.68844277,3.8277168,-1.0951906,-2.778594,1.5282376,0.84425926,4427,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.78534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38783787,-155.2470367,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
34.30471,-27.663439,4.2547073,0.36354557,-2.7231836,11.226021,-0.2665005,-1.3901628,0.061243977,1.2074665,4428,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.03829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38778168,-155.2469248,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
21.611158,-24.868763,-14.958121,-1.912745,-2.541842,0.3196513,0.2590507,-1.5747907,-0.31007057,-0.5023328,4429,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.03829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38778168,-155.2469248,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
15.299868,-29.042803,-17.195734,-1.0626838,-2.7357178,-0.5309024,0.15619613,-0.9049759,0.18810801,-0.6127664,4430,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.03829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38778168,-155.2469248,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-61.643936,-66.22236,14.461067,4.68972,-2.3497086,6.031246,-0.32438383,-2.5472095,0.17841356,1.6611362,4431,,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3877754,-155.2467922,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-28.249928,-42.223915,-8.526267,1.6104159,-0.43567812,0.77968115,1.1126899,1.835192,0.5133654,-0.3387338,4432,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3877754,-155.2467922,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-29.312647,-39.204636,-3.7893894,1.2786608,-1.4524983,0.47178686,-0.30339634,-1.3392063,1.3786517,0.26778895,4433,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3877754,-155.2467922,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-21.949345,-1.6424083,4.332564,-0.23617947,-0.34873602,2.3291159,-1.3139217,-0.2109588,2.1401148,0.094480604,4434,Psidium cattleianum,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3877754,-155.2467922,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-44.17876,-66.481224,17.085445,6.226729,-2.678628,6.066503,-0.6153598,-1.9996378,0.71298146,2.0673091,4435,,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38785348,-155.2468902,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-39.79768,-23.458015,-10.6330805,-1.6772393,-0.922214,-0.53337437,0.92218745,0.07465433,1.5542853,-0.53078955,4436,Rubus ellipticus var. obcordatus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.41943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38785348,-155.2468902,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-33.072212,-62.52142,10.6582365,5.1231523,-2.84243,5.159835,-0.04969901,-1.4128647,0.3410002,1.8670291,4437,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38785348,-155.2468902,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-24.95307,-55.885883,7.600696,6.604078,-2.3401515,2.2478776,0.12776896,-1.1811069,0.984688,1.8116325,4438,Rubus ellipticus var. obcordatus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38785348,-155.2468902,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
35.644993,-20.233173,-21.835926,3.3833237,-3.628023,-2.8622525,1.3965107,-1.8521315,-0.46306202,-0.3084704,4439,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38750592,-155.2473398,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-32.15529,4.5071754,-1.5465232,-2.905433,1.091769,0.27703488,-1.3972205,1.0059108,2.7780416,0.34579203,4440,Psidium cattleianum,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38750592,-155.2473398,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-30.838625,-33.303165,-3.1026626,0.27983573,-1.0874825,-0.7681259,-1.2136042,-2.0709264,2.3205783,0.11440923,4441,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38750592,-155.2473398,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
41.50243,17.187754,-20.350222,0.6532751,-6.4415727,-1.0278536,1.654479,-4.395059,-0.607403,-1.730291,4442,Rubus ellipticus var. obcordatus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.91686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38762087,-155.2474015,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-13.985808,-13.155836,-11.483718,-0.50993353,-2.659125,-2.184696,2.2882116,-3.139531,-0.43645817,-1.017175,4443,Rubus ellipticus var. obcordatus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.91686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38762087,-155.2474015,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-9.212073,9.967292,8.827208,-10.562933,3.0365458,0.73105586,-1.7030939,-2.6445425,1.2646626,-1.1219963,4444,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.91686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38762087,-155.2474015,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-23.710451,-63.358696,-4.9177947,7.3849387,-2.7119744,-1.2728047,1.4142087,-0.9837704,-0.490011,0.777694,4445,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.70947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38760621,-155.2473065,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
2.061394,-11.871595,2.7293863,-3.4759247,-0.34157676,6.1767697,-2.8545194,-1.1561201,3.5240903,0.39507407,4446,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.70947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38760621,-155.2473065,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-21.532423,-17.253986,3.9641137,-2.6304455,0.1454291,4.104733,-1.4323215,-0.719458,2.4495406,0.53677475,4447,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.70947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38760621,-155.2473065,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-8.0637245,-21.75164,-10.082785,-3.725668,-0.88622195,-2.06093,1.0620035,-2.7692125,-0.44627526,-1.3351244,4448,Vaccinium reticulatum,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.45231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38759146,-155.2471636,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-23.473364,-25.992188,-9.404487,-1.6862141,-0.6727165,0.8891732,-0.7397959,-0.12236034,1.7668896,-0.48095766,4449,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.45231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38759146,-155.2471636,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-20.991335,-20.648548,-5.051673,-3.4183135,-0.28968012,4.1206045,-1.5826229,-0.5353689,3.1071403,0.367195,4450,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.45231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38759146,-155.2471636,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-22.671762,-18.713022,-8.343995,-1.7555311,-2.1698778,0.35904154,0.5892719,-1.9894732,0.7244098,-0.72290426,4451,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.96184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38768787,-155.2472651,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-45.570004,-36.24819,-1.0396581,-0.8686402,-1.1775863,-1.0981767,1.2728254,-2.422258,-0.30594993,-0.62417173,4452,Rubus ellipticus var. obcordatus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.96184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38768787,-155.2472651,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-30.591167,-27.990711,-0.76378787,-0.727811,-2.1513002,-2.0260508,1.5777748,-3.2984068,-1.1761723,-0.76506454,4453,Rubus ellipticus var. obcordatus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.96184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38768787,-155.2472651,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
42.84226,-32.364082,-10.34428,0.45743746,-1.9800009,-0.32563612,1.0145153,0.5812457,0.33268768,-0.5106634,4454,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38694192,-155.248703,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
38.85002,-44.594723,-10.586004,3.5591385,-3.1135738,1.493968,0.45073673,1.1240163,-0.033203535,0.74743503,4455,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38694192,-155.248703,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
8.203997,-16.000504,-7.4620357,-0.82400113,-3.0539918,-0.29362902,1.3122371,-2.6670456,0.4005498,-0.039661292,4456,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38694192,-155.248703,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-35.144627,-10.080917,3.18448,-2.0562925,1.6017147,-1.519409,-0.23497367,1.2019414,2.6261997,0.5733225,4457,Leptecophylla tameiameiae,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.6282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38692779,-155.2486182,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-43.675556,-19.770836,-5.746529,-1.9948884,0.27863362,-1.9379873,0.54516643,-0.07006551,1.8841493,-0.22835696,4458,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.6282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38692779,-155.2486182,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-16.913876,-6.2314477,0.083608165,-4.3162317,1.2986239,1.6842389,-1.644731,0.7314274,2.968066,0.2955318,4459,Metrosideros polymorpha,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.6282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38692779,-155.2486182,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-36.559776,-55.872517,-4.8194685,3.0096264,-2.424107,0.3857948,1.3580265,-0.39969027,-1.1107956,0.30601296,4460,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.69836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38701232,-155.2485961,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-32.107044,-12.206353,-5.1149497,-0.8086618,-0.9381367,0.5199396,-0.23789492,-0.07472627,2.0415523,-0.043867096,4461,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.69836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38701232,-155.2485961,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-54.524097,-40.782665,1.7922423,0.36667815,-1.2770556,1.4203157,0.4379385,-1.3991035,0.54122096,0.22076271,4462,Morella faya,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.69836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38701232,-155.2485961,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
30.681301,-50.286488,-18.434303,1.7620558,-3.3297074,1.3551657,1.7602929,-0.98149467,-1.5118018,-1.6024104,4463,Andropogon virginicus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.579916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39007355,-155.2487518,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
52.58367,-55.539143,-23.838892,6.329375,-5.398842,-0.52591705,2.0017736,-2.2300034,-1.6751845,-2.2955446,4464,Andropogon virginicus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.579916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39007355,-155.2487518,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
36.61534,-47.36935,-25.57055,1.5811762,-3.6416912,0.97691554,1.2865304,-2.1295722,-1.5162888,-2.0018215,4465,Andropogon virginicus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.579916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39007355,-155.2487518,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-63.151062,-31.653324,2.8554301,-3.8288176,2.1166859,-2.5152984,-0.012272842,0.4851475,2.4698515,0.097841084,4466,Nephrolepis cordifolia,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.716083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39026407,-155.2487934,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-3.3116307,9.999449,14.711773,-13.268591,6.2931056,1.0671592,-2.9001667,5.0324326,5.738717,-1.4706149,4467,Nephrolepis cordifolia,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.716083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39026407,-155.2487934,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
14.642555,18.106747,12.774331,-13.462769,5.67115,1.9248805,-2.7031908,2.4745386,6.082339,-0.385185,4468,Nephrolepis cordifolia,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.716083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39026407,-155.2487934,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-35.58081,-47.714184,-10.162904,-2.5096912,-1.7674114,2.2868373,0.3087529,-2.5400164,1.1524646,0.24100272,4469,Nephrolepis cordifolia,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.376873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39021528,-155.2486935,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-28.881023,-46.95925,-10.2910595,-1.9809483,-1.9100249,2.7193272,0.1540376,-2.516129,1.2042893,0.38701975,4470,Nephrolepis cordifolia,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.376873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39021528,-155.2486935,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-44.889286,-45.70509,-10.524291,-3.3537111,-1.1905812,1.809977,0.26347718,-2.1151242,1.4584379,0.22777241,4471,Nephrolepis cordifolia,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.376873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39021528,-155.2486935,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
44.160484,-51.582607,-27.631313,3.9573698,-3.6489499,1.8530204,2.0017571,-1.8424405,-3.1072547,-1.0251008,4472,Andropogon virginicus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.409965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39016128,-155.2485981,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
38.602634,-52.872536,-19.317432,2.668827,-4.3569922,1.3987983,1.8615654,-1.1479918,-1.7809647,-2.0685189,4473,Andropogon virginicus,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.409965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39016128,-155.2485981,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
55.35927,-58.266697,-20.498068,7.1742606,-2.7131333,4.03528,2.0422864,-1.9068803,-2.4099991,2.4841447,4474,,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.409965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39016128,-155.2485981,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-21.423946,7.0690823,14.442045,-8.730539,5.437956,-0.46839458,-2.504506,3.9139326,5.711329,0.47894734,4475,Nephrolepis cordifolia,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.011747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39030472,-155.2486904,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
13.546525,23.576632,14.587552,-11.960238,4.7703567,-0.05033847,-3.6931503,3.0217144,5.5760894,0.03293975,4476,Nephrolepis cordifolia,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.011747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39030472,-155.2486904,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-3.7890987,39.467506,15.528768,-7.214159,6.240521,-1.1869928,-3.0676353,2.772974,3.138693,1.1147473,4477,Psidium cattleianum,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.011747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39030472,-155.2486904,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
-83.539825,-58.05438,0.53415674,0.37192145,-0.7390622,-2.0334861,1.8085145,-1.4931108,-0.63908136,-0.25731555,4478,,29,173,Mix,Proximal,ASD FieldSpec3,Hawaii,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.387335,-155.252349,22.064573,2119.791,220.38667,33.969124,138.81845,15.198667,348.0,226.0,308.0,324.0
